aasno,priority,ingress,src_mac,dst_mac,src_ip,dst_ip,src_start,src_end,dst_start,dst_end,nw_proto,action 
45,146,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.8.0/22,10.50.160.0/20,148,189,128,137,1,Allow
46,146,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.225.64/26,10.50.71.176/29,66,69,56,193,6,Allow
47,36,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.80.0/20,10.50.118.64/28,26,120,66,175,6,Allow
48,39,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.52.11/32,10.50.32.0/21,151,185,34,86,6,Allow
49,6,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.0.0/17,125,197,30,197,1,Deny
50,109,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/19,10.50.30.72/30,117,198,38,55,6,Deny
51,95,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.180.0/23,10.50.96.0/19,80,83,2,91,6,Deny
52,51,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/19,10.50.0.0/18,82,143,43,60,1,Deny
53,128,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/18,10.50.166.0/23,125,187,127,177,6,Allow
54,117,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.97.128/29,21,50,1,72,6,Deny
55,179,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.113.160/29,5,8,93,109,1,Allow
56,46,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.205.0/25,10.50.64.0/18,3,109,41,110,6,Deny
57,2,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/19,10.50.0.0/17,117,123,67,165,6,Allow
58,127,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.192/28,10.50.0.0/16,110,170,154,181,6,Deny
59,61,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.88.0/21,10.50.22.8/29,51,73,65,92,1,Deny
60,137,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.54.80/29,10.50.0.0/16,64,181,45,143,6,Allow
61,188,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.0/19,10.50.128.0/17,4,87,14,41,6,Deny
62,58,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.40.44/31,10.50.64.0/18,128,187,56,131,1,Allow
63,176,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.211.64/27,10.50.32.0/19,36,125,80,166,1,Deny
64,169,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.231.152/30,10.50.28.0/22,12,91,71,194,1,Allow
65,107,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.20.0/22,10.50.238.16/29,153,163,56,63,1,Allow
66,5,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.250.248/29,10.50.226.176/28,30,199,28,30,6,Deny
67,48,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.242.0/25,10.50.128.0/19,137,154,39,42,1,Deny
68,50,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/20,10.50.64.0/18,89,150,33,170,6,Allow
69,178,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.243.240/31,10.50.128.0/17,130,141,145,189,6,Deny
70,129,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.205.132/31,10.50.0.0/20,67,69,58,67,6,Allow
71,162,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.236.0/22,120,187,112,120,6,Allow
72,117,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.28.0/22,16,99,41,92,6,Allow
73,70,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.128.0/21,2,129,30,171,6,Allow
74,166,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.190.0/23,157,174,2,153,6,Deny
75,20,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.92.128/25,10.50.51.128/26,91,123,156,169,6,Allow
76,144,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.177.224/29,10.50.50.0/23,30,102,3,164,6,Deny
77,196,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.0.0/18,13,146,88,145,1,Deny
78,46,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.66.128/26,10.50.64.144/28,35,77,61,95,1,Deny
79,181,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/22,10.50.128.0/17,1,169,13,109,1,Deny
80,155,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.238.176/30,10.50.109.112/28,101,113,138,176,1,Deny
81,33,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.163.0/27,10.50.172.4/30,25,193,79,146,6,Deny
82,102,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.58.192/28,10.50.128.0/17,96,170,54,77,6,Deny
83,123,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.209.48/30,10.50.128.112/31,144,187,51,179,6,Deny
84,169,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.248.0/22,10.50.101.16/28,120,171,156,172,1,Deny
85,112,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/18,10.50.80.0/20,10,40,5,158,6,Allow
86,130,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.0/20,10.50.176.0/20,11,34,76,99,1,Allow
87,140,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.188.0/22,10.50.192.0/18,42,103,13,164,6,Allow
88,95,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.216.0/23,34,79,131,140,6,Deny
89,57,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/19,10.50.64.0/18,120,200,52,138,1,Deny
90,159,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.140.208/30,2,13,18,29,1,Deny
91,87,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.244.0/22,10.50.83.96/28,71,115,140,177,6,Deny
92,13,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.144.0/20,10.50.223.80/32,95,200,132,190,1,Allow
93,149,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.43.160/29,144,169,27,195,1,Allow
94,7,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.34.224/28,91,117,82,160,6,Allow
95,17,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.80.0/20,10.50.26.128/26,4,69,145,162,1,Allow
96,148,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.64.0/18,114,169,95,126,1,Deny
97,143,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.238.183/32,10.50.0.0/17,87,182,76,161,1,Allow
98,138,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.0.0/18,169,178,70,189,1,Deny
99,193,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.240.0/20,10.50.170.128/26,68,187,69,100,6,Allow
100,62,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.148.152/29,10.50.40.0/23,4,37,140,163,1,Deny
101,8,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.122.0/23,56,106,40,177,6,Deny
102,157,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.86.128/30,10.50.0.0/16,27,50,75,85,1,Allow
103,35,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.16.80/28,10.50.192.0/20,99,155,118,199,6,Deny
104,85,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.224.0/19,97,189,118,191,1,Allow
105,14,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.128.0/18,159,172,77,189,6,Allow
106,43,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/21,10.50.160.0/21,103,178,35,179,1,Allow
107,23,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.174.64/28,10.50.0.0/19,70,156,77,109,6,Deny
108,33,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.183.100/31,85,126,74,200,6,Allow
109,9,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.164.0/22,130,184,3,192,1,Deny
110,132,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/20,10.50.233.124/30,42,143,111,130,1,Deny
111,173,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.89.48/28,10.50.176.24/29,84,193,53,167,6,Allow
112,46,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.177.44/32,10.50.192.0/21,38,94,139,192,6,Deny
113,52,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.190.80/28,10.50.0.0/19,82,141,70,81,6,Deny
114,78,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.69.128/26,10.50.0.0/17,64,145,29,186,6,Deny
115,181,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.152.0/21,155,176,47,170,6,Allow
116,196,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.141.116/30,10.50.16.0/21,87,157,6,42,1,Deny
117,83,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.234.43/32,141,174,13,200,1,Allow
118,131,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.142.54/32,10.50.64.0/18,53,67,56,119,6,Allow
119,134,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/19,10.50.33.14/31,45,114,89,195,6,Deny
120,123,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.244.0/22,10.50.0.0/16,144,188,104,182,1,Allow
121,128,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.80.0/20,9,87,15,82,1,Deny
122,64,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.249.163/32,53,77,155,200,6,Deny
123,151,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/18,10.50.136.96/27,34,135,12,59,6,Allow
124,9,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.80.0/21,10.50.28.0/22,40,134,48,121,6,Allow
125,191,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.0.0/17,77,99,19,91,1,Deny
126,109,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.97.200/29,94,131,43,132,1,Allow
127,195,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.156.96/27,10.50.190.114/32,144,194,134,163,6,Deny
128,163,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.80.0/22,10.50.0.0/17,36,52,73,124,6,Allow
129,135,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.128.0/19,22,110,4,5,1,Allow
130,36,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.212.0/22,43,154,74,107,6,Deny
131,123,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.208.0/21,148,156,85,131,6,Allow
132,119,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.72.0/23,175,186,144,150,1,Allow
133,29,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.78.128/26,34,170,10,140,6,Deny
134,192,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.46.112/28,10.50.130.0/23,39,43,6,16,6,Allow
135,42,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.80.0/20,82,128,58,122,6,Allow
136,132,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.156.192/27,10.50.107.168/29,48,53,21,192,6,Allow
137,182,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.197.0/26,59,136,81,120,6,Allow
138,181,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.178.160/29,10.50.103.32/27,29,159,109,138,1,Deny
139,39,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/18,10.50.174.128/25,23,42,144,200,1,Deny
140,41,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.176.0/20,10.50.230.240/32,24,66,70,153,1,Allow
141,164,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.161.224/28,10.50.69.124/30,57,193,1,93,1,Deny
142,190,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/20,10.50.88.120/30,36,109,141,184,6,Deny
143,30,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.228.0/23,10.50.212.192/26,20,38,142,147,6,Allow
144,184,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/19,10.50.128.0/18,7,83,38,152,1,Allow
145,52,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.116.0/22,10.50.232.192/26,3,62,79,160,1,Allow
146,75,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.104/32,10.50.184.0/22,2,33,57,148,6,Allow
147,100,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.166.232/30,10.50.48.0/21,24,116,98,160,1,Deny
148,74,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.8.0/21,10.50.240.0/20,131,178,34,55,6,Deny
149,42,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.130.200/29,10.50.191.16/30,4,179,66,146,6,Deny
150,57,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.208.0/21,10.50.224.0/19,66,182,25,44,6,Allow
151,79,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.123.192/26,10.50.60.128/26,71,155,46,116,1,Allow
152,108,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.132.0/26,10.50.128.0/20,18,185,148,183,1,Deny
153,72,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.184.0/21,10.50.136.0/22,88,186,93,149,6,Deny
154,196,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/19,10.50.58.32/27,11,168,118,125,6,Deny
155,48,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.232.0/22,27,51,20,166,1,Allow
156,123,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.48.0/21,10.50.173.104/32,176,194,94,144,6,Allow
157,28,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.134.214/32,79,186,11,49,6,Allow
158,99,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.224/28,10.50.32.0/19,172,175,104,148,1,Deny
159,164,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.160.0/19,92,184,57,73,1,Allow
160,93,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.0.0/17,20,118,68,179,1,Deny
161,95,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.126.163/32,10.50.124.0/23,37,94,61,191,1,Deny
162,9,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/19,10.50.128.0/21,98,108,11,57,6,Allow
163,24,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.18.220/30,10.50.208.100/30,23,199,3,82,6,Allow
164,4,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.100.0/22,10.50.11.0/26,86,97,93,177,6,Allow
165,201,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/19,10.50.0.0/16,135,151,4,45,1,Deny
166,99,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.234.117/32,10.50.28.0/22,96,184,24,191,6,Allow
167,92,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.152.0/21,10.50.0.0/19,43,158,37,66,6,Allow
168,12,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/20,10.50.224.0/19,64,182,28,42,1,Allow
169,113,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.225.128/32,10.50.137.64/28,33,140,23,124,6,Deny
170,129,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/18,10.50.75.0/25,60,181,7,151,6,Deny
171,4,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.228.0/22,10.50.22.128/26,146,168,53,138,6,Allow
172,20,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.66.0/27,46,162,21,124,1,Allow
173,83,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.234.0/26,10.50.212.0/22,63,178,27,130,6,Allow
174,190,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/19,10.50.16.0/22,38,123,59,181,1,Deny
175,33,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.224.0/21,43,124,49,170,1,Allow
176,40,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.80.0/22,10.50.144.0/20,154,156,22,192,6,Deny
177,30,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.140.64/28,10.50.224.0/22,51,65,82,197,1,Allow
178,201,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.55.52/32,10.50.0.0/16,80,129,39,158,1,Allow
179,152,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.66.0/23,10.50.128.0/17,150,200,37,116,6,Allow
180,78,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.128.0/23,81,122,6,169,1,Allow
181,200,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.140.22/32,5,88,47,173,6,Allow
182,177,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/20,10.50.128.0/19,149,199,20,191,1,Deny
183,97,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.248.0/22,10.50.64.0/18,164,176,21,38,1,Deny
184,72,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.222.112/30,39,82,60,160,1,Deny
185,136,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/19,10.50.101.236/31,52,87,64,68,1,Allow
186,159,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.56.0/21,148,161,72,159,1,Deny
187,74,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.104.0/21,10.50.117.8/29,31,46,110,127,1,Allow
188,119,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/18,10.50.44.0/28,120,163,94,95,6,Allow
189,81,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.80.0/20,10.50.52.64/26,144,167,11,84,6,Deny
190,185,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.235.80/28,32,133,26,85,1,Allow
191,81,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.190.0/23,10.50.232.0/21,44,125,58,119,1,Deny
192,149,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.113.200/30,10.50.220.0/23,91,128,33,152,1,Deny
193,201,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.208.0/20,10.50.222.128/26,106,134,149,166,6,Allow
194,13,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.177.56/29,10.50.39.180/30,18,158,11,128,6,Deny
195,100,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.112.187/32,10.50.104.0/21,7,75,32,141,6,Deny
196,46,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.0.0/16,9,72,94,170,6,Deny
197,22,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.96.0/21,16,130,10,160,6,Deny
198,133,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/19,10.50.104.112/30,2,74,18,114,6,Deny
199,38,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.192.0/19,22,187,51,149,1,Allow
200,79,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.8.32/27,10.50.193.136/29,15,27,5,198,6,Deny
201,11,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.233.226/31,10.50.0.0/17,33,79,5,42,6,Allow
202,14,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.39.212/30,10.50.240.0/21,86,123,66,110,6,Deny
203,141,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.207.112/28,10.50.128.0/17,97,186,29,147,6,Deny
204,34,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.85.224/29,10.50.224.0/19,144,154,128,148,6,Allow
205,113,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.206.128/27,10.50.243.92/31,79,174,90,194,1,Deny
206,45,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.104.0/21,163,182,34,99,1,Allow
207,101,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.79.160/29,10.50.0.0/16,10,146,128,191,1,Deny
208,200,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.0.0/16,7,163,3,34,6,Allow
209,116,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.24.224/29,10.50.0.0/18,5,31,80,170,1,Deny
210,80,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.113.160/28,10.50.128.0/17,73,163,106,128,1,Deny
211,30,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.64.0/19,159,180,115,189,1,Deny
212,57,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/19,10.50.0.0/16,1,125,88,167,6,Deny
213,21,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.134.140/30,10.50.144.0/21,68,185,43,197,1,Allow
214,146,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/19,10.50.0.0/18,103,153,134,163,1,Allow
215,154,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.170.12/31,10.50.0.0/16,21,41,10,78,6,Allow
216,139,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.180.0/22,10.50.33.0/25,127,185,118,191,1,Deny
