aasno,priority,ingress,src_mac,dst_mac,src_ip,dst_ip,src_start,src_end,dst_start,dst_end,nw_proto,action 
102,22,1,00:00:00:00:00:00,00:00:00:00:00:00,68.128.0.0/10,107.130.0.0/15,24,198,184,195,1,output:3
103,94,4,00:00:00:00:00:00,00:00:00:00:00:00,230.0.0.0/11,19.140.0.0/14,45,86,123,135,6,output:3
104,5,2,00:00:00:00:00:00,00:00:00:00:00:00,28.0.0.0/9,16.0.0.0/4,43,77,5,117,1,in_port
105,133,3,00:00:00:00:00:00,00:00:00:00:00:00,184.0.0.0/5,32.0.0.0/3,17,194,1,24,2,strip_vlan
106,47,5,00:00:00:00:00:00,00:00:00:00:00:00,111.27.177.0/26,188.0.0.0/7,5,111,14,187,6,output:2
107,197,4,00:00:00:00:00:00,00:00:00:00:00:00,25.0.0.0/9,64.0.0.0/2,108,168,42,51,6,flood
108,124,4,00:00:00:00:00:00,00:00:00:00:00:00,160.0.0.0/3,86.144.0.0/12,149,183,100,130,1,controller
109,127,5,00:00:00:00:00:00,00:00:00:00:00:00,216.166.0.0/16,89.30.32.0/19,4,56,78,179,1,in_port
110,31,3,00:00:00:00:00:00,00:00:00:00:00:00,32.0.0.0/6,13.131.64.0/20,19,127,147,177,1,drop
111,56,5,00:00:00:00:00:00,00:00:00:00:00:00,64.0.0.0/2,3.19.0.0/16,61,193,134,143,1,output:3
112,136,3,00:00:00:00:00:00,00:00:00:00:00:00,136.0.0.0/6,64.0.0.0/2,46,76,166,196,6,strip_vlan
113,164,1,00:00:00:00:00:00,00:00:00:00:00:00,51.84.220.176/30,10.101.190.195/32,7,38,107,181,1,drop
114,139,2,00:00:00:00:00:00,00:00:00:00:00:00,140.0.0.0/6,149.61.150.168/29,90,155,1,131,2,flood
115,173,4,00:00:00:00:00:00,00:00:00:00:00:00,36.0.0.0/6,152.20.0.0/15,57,149,6,71,1,output:3
116,71,4,00:00:00:00:00:00,00:00:00:00:00:00,224.21.0.0/16,80.0.0.0/6,82,185,78,96,6,output:3
117,64,1,00:00:00:00:00:00,00:00:00:00:00:00,114.121.180.224/29,222.0.0.0/8,37,164,105,130,1,drop
118,84,4,00:00:00:00:00:00,00:00:00:00:00:00,152.200.0.0/14,124.236.0.0/17,102,151,36,181,6,drop
119,184,3,00:00:00:00:00:00,00:00:00:00:00:00,88.0.0.0/5,248.0.0.0/5,40,116,92,199,6,controller
120,105,1,00:00:00:00:00:00,00:00:00:00:00:00,188.0.0.0/8,163.90.40.250/32,25,63,7,24,6,output:3
121,60,5,00:00:00:00:00:00,00:00:00:00:00:00,120.86.33.128/27,28.0.0.0/9,44,116,170,195,1,output:3
122,68,3,00:00:00:00:00:00,00:00:00:00:00:00,31.38.64.0/20,123.0.0.0/8,102,169,66,112,2,in_port
123,26,2,00:00:00:00:00:00,00:00:00:00:00:00,0.0.0.0/2,115.240.0.0/12,50,152,30,51,6,flood
124,119,3,00:00:00:00:00:00,00:00:00:00:00:00,56.0.0.0/5,128.0.0.0/1,140,193,35,193,6,output:2
125,84,1,00:00:00:00:00:00,00:00:00:00:00:00,212.0.0.0/6,71.128.0.0/9,26,45,41,52,1,drop
126,99,4,00:00:00:00:00:00,00:00:00:00:00:00,27.230.0.0/16,135.0.0.0/8,6,26,156,163,2,strip_vlan
127,118,1,00:00:00:00:00:00,00:00:00:00:00:00,144.0.0.0/4,159.160.85.246/32,148,174,50,155,1,flood
128,138,4,00:00:00:00:00:00,00:00:00:00:00:00,64.0.0.0/6,128.0.0.0/2,43,151,30,75,6,flood
129,199,3,00:00:00:00:00:00,00:00:00:00:00:00,32.0.0.0/3,45.184.102.0/23,70,101,62,110,1,drop
130,76,1,00:00:00:00:00:00,00:00:00:00:00:00,116.0.0.0/7,165.53.101.230/32,5,160,61,169,2,drop
131,77,1,00:00:00:00:00:00,00:00:00:00:00:00,176.0.0.0/5,138.27.115.128/26,163,171,59,102,1,output:2
132,58,2,00:00:00:00:00:00,00:00:00:00:00:00,128.0.0.0/1,213.172.144.42/32,23,166,132,197,6,output:3
133,46,4,00:00:00:00:00:00,00:00:00:00:00:00,147.0.0.0/8,31.115.48.0/21,132,151,82,119,2,flood
134,177,4,00:00:00:00:00:00,00:00:00:00:00:00,52.0.0.0/6,201.125.255.32/32,15,174,6,185,1,output:2
135,116,5,00:00:00:00:00:00,00:00:00:00:00:00,202.0.0.0/7,128.0.0.0/3,15,90,14,178,1,flood
136,13,5,00:00:00:00:00:00,00:00:00:00:00:00,155.50.192.0/18,0.0.0.0/2,56,77,7,22,1,drop
137,166,2,00:00:00:00:00:00,00:00:00:00:00:00,21.83.185.112/28,62.0.0.0/7,70,165,6,167,6,flood
138,37,2,00:00:00:00:00:00,00:00:00:00:00:00,128.0.0.0/2,151.164.0.0/14,52,169,117,158,6,output:2
139,17,1,00:00:00:00:00:00,00:00:00:00:00:00,192.0.0.0/2,152.0.0.0/5,8,171,8,62,1,flood
140,115,1,00:00:00:00:00:00,00:00:00:00:00:00,8.0.0.0/6,158.0.0.0/7,105,124,105,108,1,output:2
141,171,5,00:00:00:00:00:00,00:00:00:00:00:00,68.0.0.0/6,152.0.0.0/6,114,128,59,184,6,drop
142,78,2,00:00:00:00:00:00,00:00:00:00:00:00,68.65.16.0/22,111.0.0.0/8,125,195,115,178,2,drop
143,99,2,00:00:00:00:00:00,00:00:00:00:00:00,178.0.0.0/7,182.0.96.0/19,11,142,47,85,6,strip_vlan
144,96,5,00:00:00:00:00:00,00:00:00:00:00:00,247.84.0.0/14,236.0.0.0/7,14,138,46,177,1,output:2
145,45,1,00:00:00:00:00:00,00:00:00:00:00:00,0.0.0.0/2,160.0.0.0/6,155,197,45,166,2,strip_vlan
146,169,1,00:00:00:00:00:00,00:00:00:00:00:00,231.232.0.0/14,11.185.0.0/16,47,99,25,182,1,controller
147,140,1,00:00:00:00:00:00,00:00:00:00:00:00,136.0.0.0/5,104.48.0.0/15,90,156,95,138,1,drop
148,33,1,00:00:00:00:00:00,00:00:00:00:00:00,208.0.0.0/8,84.0.0.0/6,47,89,62,93,2,controller
149,183,4,00:00:00:00:00:00,00:00:00:00:00:00,21.88.208.0/20,100.0.0.0/6,67,199,65,92,2,flood
150,70,5,00:00:00:00:00:00,00:00:00:00:00:00,104.0.0.0/6,200.0.0.0/5,107,129,68,108,2,flood
151,41,2,00:00:00:00:00:00,00:00:00:00:00:00,224.0.0.0/4,8.0.0.0/5,71,80,125,154,6,flood
152,87,3,00:00:00:00:00:00,00:00:00:00:00:00,59.24.0.0/14,84.215.72.0/21,167,196,48,180,6,in_port
153,20,4,00:00:00:00:00:00,00:00:00:00:00:00,240.0.0.0/4,208.0.0.0/5,12,29,160,168,1,output:2
154,128,5,00:00:00:00:00:00,00:00:00:00:00:00,83.194.71.128/27,100.0.0.0/6,119,198,64,163,2,flood
155,66,1,00:00:00:00:00:00,00:00:00:00:00:00,0.0.0.0/2,144.0.0.0/4,112,139,97,99,6,in_port
156,51,3,00:00:00:00:00:00,00:00:00:00:00:00,218.0.0.0/7,12.0.0.0/7,11,47,45,165,2,output:3
157,117,2,00:00:00:00:00:00,00:00:00:00:00:00,149.192.0.0/12,170.76.5.4/30,29,100,1,126,1,output:2
158,74,1,00:00:00:00:00:00,00:00:00:00:00:00,177.195.13.248/29,111.240.0.0/12,67,70,16,59,2,output:2
159,42,2,00:00:00:00:00:00,00:00:00:00:00:00,9.231.92.64/27,254.62.213.89/32,44,171,27,154,6,drop
160,200,5,00:00:00:00:00:00,00:00:00:00:00:00,140.0.0.0/12,24.0.0.0/10,36,57,72,90,1,flood
161,159,2,00:00:00:00:00:00,00:00:00:00:00:00,16.0.0.0/6,241.0.0.0/8,27,170,27,108,1,output:3
162,53,5,00:00:00:00:00:00,00:00:00:00:00:00,144.0.0.0/4,205.0.0.0/9,88,184,31,155,2,in_port
163,13,4,00:00:00:00:00:00,00:00:00:00:00:00,37.208.0.0/13,195.6.160.0/21,131,178,23,92,2,output:2
164,58,3,00:00:00:00:00:00,00:00:00:00:00:00,151.72.0.0/13,32.0.0.0/4,32,196,58,100,2,in_port
165,14,4,00:00:00:00:00:00,00:00:00:00:00:00,104.0.0.0/5,0.0.0.0/1,144,198,9,178,2,controller
166,94,2,00:00:00:00:00:00,00:00:00:00:00:00,37.64.0.0/12,51.111.136.0/21,143,153,12,197,6,in_port
167,44,1,00:00:00:00:00:00,00:00:00:00:00:00,0.0.0.0/2,175.57.32.32/27,51,196,15,26,6,in_port
168,147,3,00:00:00:00:00:00,00:00:00:00:00:00,124.0.0.0/7,65.0.0.0/8,46,121,156,166,2,output:2
169,34,5,00:00:00:00:00:00,00:00:00:00:00:00,72.94.178.128/25,152.128.0.0/11,77,145,5,193,2,strip_vlan
170,96,2,00:00:00:00:00:00,00:00:00:00:00:00,64.0.0.0/2,0.0.0.0/3,16,33,56,89,2,output:3
171,193,5,00:00:00:00:00:00,00:00:00:00:00:00,192.0.0.0/4,173.41.128.0/17,66,189,90,181,2,output:3
172,195,5,00:00:00:00:00:00,00:00:00:00:00:00,71.94.0.0/20,8.0.0.0/6,22,74,7,48,6,flood
173,2,4,00:00:00:00:00:00,00:00:00:00:00:00,26.229.128.0/17,59.54.192.0/18,36,170,99,160,6,in_port
174,91,1,00:00:00:00:00:00,00:00:00:00:00:00,149.0.0.0/9,128.0.0.0/1,24,107,32,170,6,output:3
175,60,5,00:00:00:00:00:00,00:00:00:00:00:00,203.88.144.0/20,64.0.0.0/5,41,121,50,107,2,in_port
176,134,5,00:00:00:00:00:00,00:00:00:00:00:00,156.128.0.0/10,160.0.0.0/5,54,176,29,46,6,output:2
177,168,3,00:00:00:00:00:00,00:00:00:00:00:00,192.0.0.0/3,240.0.0.0/4,128,161,37,196,6,strip_vlan
178,152,1,00:00:00:00:00:00,00:00:00:00:00:00,24.0.0.0/6,227.76.160.32/27,182,188,10,93,6,strip_vlan
179,145,4,00:00:00:00:00:00,00:00:00:00:00:00,0.0.0.0/1,204.0.0.0/7,173,186,2,66,6,strip_vlan
180,63,1,00:00:00:00:00:00,00:00:00:00:00:00,66.192.0.0/10,24.0.0.0/5,141,197,15,108,6,drop
181,169,5,00:00:00:00:00:00,00:00:00:00:00:00,144.0.0.0/6,180.0.0.0/6,97,175,56,147,1,in_port
182,106,5,00:00:00:00:00:00,00:00:00:00:00:00,64.32.0.0/14,64.177.77.160/28,25,47,4,152,2,controller
183,76,4,00:00:00:00:00:00,00:00:00:00:00:00,64.0.0.0/3,240.0.0.0/4,7,26,18,139,6,strip_vlan
184,22,4,00:00:00:00:00:00,00:00:00:00:00:00,244.0.0.0/6,67.15.60.0/22,26,190,72,153,6,flood
185,39,5,00:00:00:00:00:00,00:00:00:00:00:00,223.159.233.164/30,176.0.0.0/8,51,158,131,176,2,output:3
186,182,2,00:00:00:00:00:00,00:00:00:00:00:00,128.0.0.0/2,144.0.0.0/4,43,128,20,100,2,controller
187,3,2,00:00:00:00:00:00,00:00:00:00:00:00,182.214.0.0/15,245.210.97.144/31,3,160,108,137,6,controller
188,113,4,00:00:00:00:00:00,00:00:00:00:00:00,243.80.0.0/14,0.0.0.0/2,8,63,86,183,1,drop
189,108,2,00:00:00:00:00:00,00:00:00:00:00:00,191.0.0.0/12,14.54.60.0/22,4,114,46,68,2,flood
190,170,5,00:00:00:00:00:00,00:00:00:00:00:00,160.0.0.0/3,128.0.0.0/1,117,145,70,174,2,output:2
191,85,1,00:00:00:00:00:00,00:00:00:00:00:00,202.230.0.0/16,128.0.0.0/3,38,119,21,181,1,drop
192,89,4,00:00:00:00:00:00,00:00:00:00:00:00,224.0.0.0/4,253.128.0.0/9,90,142,106,135,1,drop
193,42,1,00:00:00:00:00:00,00:00:00:00:00:00,33.160.0.0/12,176.0.0.0/5,33,178,21,46,1,strip_vlan
194,4,2,00:00:00:00:00:00,00:00:00:00:00:00,52.0.0.0/6,120.0.0.0/5,139,163,44,97,2,output:2
195,62,3,00:00:00:00:00:00,00:00:00:00:00:00,128.0.0.0/5,120.63.192.0/22,152,187,18,76,6,strip_vlan
196,120,3,00:00:00:00:00:00,00:00:00:00:00:00,184.32.0.0/13,224.0.0.0/5,45,49,77,143,1,in_port
197,82,2,00:00:00:00:00:00,00:00:00:00:00:00,245.8.128.0/17,64.0.0.0/4,133,193,31,179,1,output:3
198,92,5,00:00:00:00:00:00,00:00:00:00:00:00,224.0.0.0/6,8.204.25.87/32,23,139,82,117,6,in_port
199,131,3,00:00:00:00:00:00,00:00:00:00:00:00,0.0.0.0/3,190.7.159.128/26,91,129,113,155,6,output:2
200,12,1,00:00:00:00:00:00,00:00:00:00:00:00,29.0.0.0/10,0.0.0.0/4,27,77,100,184,6,output:2
201,183,1,00:00:00:00:00:00,00:00:00:00:00:00,162.0.0.0/7,192.0.0.0/2,115,124,11,182,6,flood
202,124,1,00:00:00:00:00:00,00:00:00:00:00:00,224.0.0.0/4,21.96.0.0/11,55,114,52,84,6,in_port
203,8,2,00:00:00:00:00:00,00:00:00:00:00:00,252.0.0.0/7,168.139.155.232/30,66,179,70,104,6,strip_vlan
204,150,2,00:00:00:00:00:00,00:00:00:00:00:00,55.84.0.0/15,144.0.0.0/4,2,189,131,173,1,in_port
205,181,5,00:00:00:00:00:00,00:00:00:00:00:00,28.238.120.0/21,150.0.0.0/7,158,185,30,166,2,drop
206,138,4,00:00:00:00:00:00,00:00:00:00:00:00,212.81.233.157/32,3.110.251.0/26,135,199,37,157,6,flood
207,13,2,00:00:00:00:00:00,00:00:00:00:00:00,175.52.0.0/16,223.184.128.0/17,88,176,27,116,2,in_port
208,17,5,00:00:00:00:00:00,00:00:00:00:00:00,84.0.0.0/6,192.0.0.0/3,29,45,47,121,1,drop
209,5,1,00:00:00:00:00:00,00:00:00:00:00:00,0.0.0.0/2,87.192.0.0/10,71,182,50,61,2,flood
210,167,1,00:00:00:00:00:00,00:00:00:00:00:00,218.0.0.0/7,128.0.0.0/2,47,111,8,64,2,controller
211,145,1,00:00:00:00:00:00,00:00:00:00:00:00,67.8.0.0/14,32.0.0.0/3,31,166,44,125,6,strip_vlan
212,155,3,00:00:00:00:00:00,00:00:00:00:00:00,4.0.0.0/6,139.248.0.0/13,60,83,50,110,6,controller
213,198,4,00:00:00:00:00:00,00:00:00:00:00:00,56.0.0.0/6,96.0.0.0/3,44,70,154,158,1,output:2
214,174,4,00:00:00:00:00:00,00:00:00:00:00:00,106.188.0.0/14,70.58.128.0/18,52,142,96,156,2,strip_vlan
215,186,1,00:00:00:00:00:00,00:00:00:00:00:00,246.7.128.0/18,152.0.0.0/5,162,174,29,65,1,controller
216,165,3,00:00:00:00:00:00,00:00:00:00:00:00,215.16.3.64/27,213.0.0.0/9,60,95,133,175,2,in_port
