aasno,priority,ingress,src_mac,dst_mac,src_ip,dst_ip,src_start,src_end,dst_start,dst_end,nw_proto,action 
41,9,3,00:00:00:00:00:00,00:00:00:00:00:00,107.160.0.0/12,144.0.0.0/10,109,159,10,103,1,Allow
42,44,3,00:00:00:00:00:00,00:00:00:00:00:00,30.196.96.0/19,4.0.0.0/9,111,135,133,137,1,Deny
43,142,3,00:00:00:00:00:00,00:00:00:00:00:00,92.24.0.0/13,54.32.0.0/11,130,146,143,170,6,Deny
44,120,3,00:00:00:00:00:00,00:00:00:00:00:00,143.191.100.0/22,102.111.16.0/20,50,72,28,73,6,Deny
45,50,3,00:00:00:00:00:00,00:00:00:00:00:00,153.192.0.0/14,92.128.0.0/9,150,176,8,102,6,Allow
46,151,3,00:00:00:00:00:00,00:00:00:00:00:00,149.64.0.0/10,199.138.0.0/16,25,131,37,132,1,Allow
47,11,3,00:00:00:00:00:00,00:00:00:00:00:00,246.16.0.0/12,177.107.99.252/30,67,113,39,182,1,Allow
48,1,3,00:00:00:00:00:00,00:00:00:00:00:00,219.30.0.0/16,136.68.110.128/26,64,144,16,102,1,Deny
49,36,3,00:00:00:00:00:00,00:00:00:00:00:00,193.9.80.0/21,210.160.0.0/16,24,77,14,179,1,Allow
50,174,3,00:00:00:00:00:00,00:00:00:00:00:00,41.224.0.0/11,195.224.0.0/13,131,176,138,158,6,Allow
51,116,3,00:00:00:00:00:00,00:00:00:00:00:00,73.0.0.0/9,163.136.0.0/13,1,47,94,129,1,Deny
52,23,3,00:00:00:00:00:00,00:00:00:00:00:00,142.205.74.64/28,195.152.0.0/14,116,189,154,176,6,Deny
53,142,3,00:00:00:00:00:00,00:00:00:00:00:00,244.110.64.206/32,135.242.9.36/30,58,122,46,99,1,Deny
54,100,3,00:00:00:00:00:00,00:00:00:00:00:00,22.224.0.0/13,98.124.128.0/17,16,179,83,159,6,Allow
55,121,3,00:00:00:00:00:00,00:00:00:00:00:00,155.8.197.150/32,10.0.0.0/9,83,172,121,192,6,Allow
56,132,3,00:00:00:00:00:00,00:00:00:00:00:00,244.81.104.39/32,4.115.103.219/32,10,102,8,103,1,Allow
57,73,3,00:00:00:00:00:00,00:00:00:00:00:00,93.96.0.0/13,153.0.0.0/12,161,200,71,103,6,Deny
58,9,3,00:00:00:00:00:00,00:00:00:00:00:00,244.184.0.0/14,138.219.197.0/26,117,159,3,197,6,Deny
59,140,3,00:00:00:00:00:00,00:00:00:00:00:00,92.160.0.0/11,136.5.192.0/18,73,123,23,90,6,Deny
60,74,3,00:00:00:00:00:00,00:00:00:00:00:00,160.64.0.0/11,77.119.176.18/32,112,147,69,115,6,Allow
61,190,3,00:00:00:00:00:00,00:00:00:00:00:00,240.128.0.0/9,158.64.0.0/11,149,161,26,195,1,Allow
62,112,3,00:00:00:00:00:00,00:00:00:00:00:00,224.64.0.0/12,189.119.240.0/20,174,182,154,172,1,Deny
63,123,3,00:00:00:00:00:00,00:00:00:00:00:00,87.205.14.128/27,202.192.0.0/11,133,162,54,154,1,Allow
64,194,3,00:00:00:00:00:00,00:00:00:00:00:00,152.230.31.69/32,18.198.227.224/29,53,75,168,196,1,Deny
65,9,3,00:00:00:00:00:00,00:00:00:00:00:00,143.4.0.0/14,186.128.0.0/9,122,142,8,110,1,Allow
66,115,3,00:00:00:00:00:00,00:00:00:00:00:00,222.0.0.0/13,212.176.0.0/12,22,181,37,105,1,Allow
67,137,3,00:00:00:00:00:00,00:00:00:00:00:00,200.16.0.0/12,107.118.0.0/16,73,131,85,195,1,Deny
68,140,3,00:00:00:00:00:00,00:00:00:00:00:00,206.115.26.71/32,85.0.0.0/9,147,199,33,151,1,Deny
69,91,3,00:00:00:00:00:00,00:00:00:00:00:00,88.96.0.0/14,162.9.0.0/16,46,134,27,148,6,Deny
70,51,3,00:00:00:00:00:00,00:00:00:00:00:00,242.128.0.0/9,41.101.6.136/30,87,162,150,154,1,Deny
71,31,3,00:00:00:00:00:00,00:00:00:00:00:00,23.64.0.0/10,239.0.0.0/12,4,8,54,144,6,Allow
72,142,3,00:00:00:00:00:00,00:00:00:00:00:00,240.4.0.0/14,186.22.0.0/15,69,76,64,68,1,Deny
73,142,3,00:00:00:00:00:00,00:00:00:00:00:00,219.37.245.38/32,233.0.0.0/9,112,183,109,200,6,Deny
74,101,3,00:00:00:00:00:00,00:00:00:00:00:00,167.48.0.0/12,162.233.64.0/19,23,150,163,164,1,Deny
75,53,3,00:00:00:00:00:00,00:00:00:00:00:00,25.176.0.0/13,78.0.0.0/12,16,96,91,162,6,Allow
76,71,3,00:00:00:00:00:00,00:00:00:00:00:00,206.0.0.0/11,78.0.0.0/8,58,178,100,190,1,Allow
77,48,3,00:00:00:00:00:00,00:00:00:00:00:00,85.175.0.0/17,115.202.24.0/22,69,155,68,109,1,Deny
78,40,3,00:00:00:00:00:00,00:00:00:00:00:00,95.184.0.0/13,148.144.0.0/12,13,63,27,101,6,Allow
79,121,3,00:00:00:00:00:00,00:00:00:00:00:00,65.211.238.254/31,153.32.0.0/12,151,175,53,91,6,Deny
80,175,3,00:00:00:00:00:00,00:00:00:00:00:00,2.16.0.0/14,224.40.0.0/13,124,193,150,170,1,Allow
81,157,3,00:00:00:00:00:00,00:00:00:00:00:00,145.29.0.0/17,1.36.0.0/14,33,35,62,159,1,Allow
82,88,3,00:00:00:00:00:00,00:00:00:00:00:00,94.35.0.0/16,12.248.0.0/16,41,176,95,144,6,Deny
83,171,3,00:00:00:00:00:00,00:00:00:00:00:00,64.48.0.0/12,210.167.76.0/23,46,134,20,74,1,Deny
84,22,3,00:00:00:00:00:00,00:00:00:00:00:00,31.89.237.160/29,180.0.0.0/8,1,97,150,187,6,Deny
85,148,3,00:00:00:00:00:00,00:00:00:00:00:00,40.237.136.0/21,98.47.64.0/19,17,75,92,165,6,Deny
86,103,3,00:00:00:00:00:00,00:00:00:00:00:00,135.160.0.0/12,29.129.0.0/16,96,122,18,185,6,Allow
87,138,3,00:00:00:00:00:00,00:00:00:00:00:00,35.0.0.0/11,144.47.203.55/32,32,67,16,123,1,Deny
88,119,3,00:00:00:00:00:00,00:00:00:00:00:00,85.240.0.0/12,185.0.0.0/9,148,196,46,157,1,Allow
89,144,3,00:00:00:00:00:00,00:00:00:00:00:00,61.15.128.0/19,162.132.0.0/16,16,76,15,172,6,Allow
90,189,3,00:00:00:00:00:00,00:00:00:00:00:00,20.48.152.8/30,184.45.56.0/21,75,161,18,139,1,Deny
91,95,3,00:00:00:00:00:00,00:00:00:00:00:00,17.48.0.0/12,233.73.153.58/32,121,150,40,148,6,Allow
92,197,3,00:00:00:00:00:00,00:00:00:00:00:00,92.37.239.8/29,111.153.0.0/17,154,157,83,179,1,Deny
93,136,3,00:00:00:00:00:00,00:00:00:00:00:00,161.0.0.0/8,36.40.128.96/28,183,191,13,106,6,Allow
94,187,3,00:00:00:00:00:00,00:00:00:00:00:00,156.18.0.0/17,222.0.0.0/9,150,187,24,139,6,Allow
95,134,3,00:00:00:00:00:00,00:00:00:00:00:00,159.146.0.0/15,58.140.94.208/29,100,199,21,198,6,Allow
96,89,3,00:00:00:00:00:00,00:00:00:00:00:00,65.80.0.0/12,110.181.128.0/17,92,160,25,73,6,Allow
97,124,3,00:00:00:00:00:00,00:00:00:00:00:00,88.48.128.0/22,189.168.112.74/32,96,130,55,76,1,Deny
98,124,3,00:00:00:00:00:00,00:00:00:00:00:00,130.160.0.0/12,9.242.0.0/19,104,105,8,60,1,Deny
99,117,3,00:00:00:00:00:00,00:00:00:00:00:00,126.208.0.0/16,9.0.0.0/9,159,185,1,111,6,Deny
100,125,3,00:00:00:00:00:00,00:00:00:00:00:00,59.80.0.0/14,194.0.0.0/8,102,165,55,91,1,Deny
101,101,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/12,10.16.0.0/12,177,178,22,32,6,Allow
102,172,3,00:00:00:00:00:00,00:00:00:00:00:00,10.239.128.0/17,10.221.128.0/17,141,196,143,189,1,Allow
103,151,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/9,10.128.0.0/10,106,133,33,108,1,Deny
104,139,3,00:00:00:00:00:00,00:00:00:00:00:00,10.121.203.240/29,10.64.0.0/11,126,165,104,179,6,Allow
105,66,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/9,10.0.0.0/8,31,84,57,137,6,Deny
106,18,3,00:00:00:00:00:00,00:00:00:00:00:00,10.123.8.0/21,10.8.154.0/23,90,161,23,33,1,Deny
107,84,3,00:00:00:00:00:00,00:00:00:00:00:00,10.32.208.0/20,10.0.0.0/8,58,119,21,134,1,Allow
108,53,3,00:00:00:00:00:00,00:00:00:00:00:00,10.191.192.0/20,10.171.248.0/21,88,94,22,25,1,Allow
109,52,3,00:00:00:00:00:00,00:00:00:00:00:00,10.218.0.0/15,10.48.0.0/12,26,144,37,102,1,Deny
110,78,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/9,10.3.0.0/17,26,129,82,199,1,Allow
111,21,3,00:00:00:00:00:00,00:00:00:00:00:00,10.176.0.0/12,10.49.38.147/32,44,122,62,141,1,Allow
112,9,3,00:00:00:00:00:00,00:00:00:00:00:00,10.80.0.0/13,10.5.0.0/17,89,140,94,183,1,Deny
113,164,3,00:00:00:00:00:00,00:00:00:00:00:00,10.174.0.0/15,10.128.0.0/12,1,187,89,156,6,Deny
114,4,3,00:00:00:00:00:00,00:00:00:00:00:00,10.173.49.217/32,10.128.0.0/14,78,144,33,187,1,Deny
115,84,3,00:00:00:00:00:00,00:00:00:00:00:00,10.142.208.32/29,10.58.184.128/25,165,172,66,169,1,Deny
116,175,3,00:00:00:00:00:00,00:00:00:00:00:00,10.234.0.0/15,10.197.240.0/20,16,44,80,116,6,Allow
117,21,3,00:00:00:00:00:00,00:00:00:00:00:00,10.96.0.0/13,10.195.32.0/19,90,161,62,182,6,Allow
118,176,3,00:00:00:00:00:00,00:00:00:00:00:00,10.32.0.0/12,10.128.0.0/12,116,182,113,138,6,Deny
119,84,3,00:00:00:00:00:00,00:00:00:00:00:00,10.67.90.0/23,10.86.212.219/32,66,174,42,69,1,Deny
120,21,3,00:00:00:00:00:00,00:00:00:00:00:00,10.199.7.252/30,10.48.0.0/12,36,170,172,185,6,Allow
121,28,3,00:00:00:00:00:00,00:00:00:00:00:00,10.153.15.112/28,10.156.32.0/19,93,156,66,180,1,Allow
122,142,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/10,10.49.46.42/31,126,172,54,161,1,Allow
123,142,3,00:00:00:00:00:00,00:00:00:00:00:00,10.242.60.0/22,10.122.32.0/20,13,70,11,98,6,Allow
124,144,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/12,10.64.0.0/10,116,136,179,187,6,Deny
125,70,3,00:00:00:00:00:00,00:00:00:00:00:00,10.227.103.200/30,10.21.164.214/32,60,174,84,94,1,Deny
126,89,3,00:00:00:00:00:00,00:00:00:00:00:00,10.128.0.0/10,10.51.144.80/29,141,186,10,117,1,Allow
127,90,3,00:00:00:00:00:00,00:00:00:00:00:00,10.240.0.0/12,10.0.0.0/8,114,187,20,146,1,Deny
128,64,3,00:00:00:00:00:00,00:00:00:00:00:00,10.180.101.49/32,10.48.0.0/16,126,144,39,105,6,Allow
129,193,3,00:00:00:00:00:00,00:00:00:00:00:00,10.147.43.92/32,10.73.17.158/32,17,195,117,124,1,Allow
130,124,3,00:00:00:00:00:00,00:00:00:00:00:00,10.47.17.144/28,10.61.81.129/32,27,149,7,192,6,Deny
131,100,3,00:00:00:00:00:00,00:00:00:00:00:00,10.48.0.0/14,10.80.0.0/12,138,147,41,51,1,Deny
132,150,3,00:00:00:00:00:00,00:00:00:00:00:00,10.52.183.168/32,10.160.0.0/12,86,92,141,156,1,Allow
133,45,3,00:00:00:00:00:00,00:00:00:00:00:00,10.162.112.0/25,10.128.0.0/15,61,87,124,187,1,Allow
134,103,3,00:00:00:00:00:00,00:00:00:00:00:00,10.246.243.192/26,10.213.160.0/19,107,146,18,175,6,Allow
135,120,3,00:00:00:00:00:00,00:00:00:00:00:00,10.154.14.160/27,10.164.0.0/14,108,159,9,49,6,Allow
136,1,3,00:00:00:00:00:00,00:00:00:00:00:00,10.72.34.18/32,10.166.139.115/32,139,158,54,104,6,Allow
137,56,3,00:00:00:00:00:00,00:00:00:00:00:00,10.253.129.208/31,10.224.0.0/11,58,113,123,144,1,Allow
138,174,3,00:00:00:00:00:00,00:00:00:00:00:00,10.194.128.0/20,10.215.128.0/18,18,127,3,99,6,Allow
139,97,3,00:00:00:00:00:00,00:00:00:00:00:00,10.32.0.0/11,10.14.0.0/16,123,197,79,188,6,Deny
140,167,3,00:00:00:00:00:00,00:00:00:00:00:00,10.128.0.0/9,10.0.0.0/10,7,180,6,151,6,Deny
141,114,3,00:00:00:00:00:00,00:00:00:00:00:00,10.47.29.64/27,10.240.128.0/17,94,152,76,190,1,Deny
142,137,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/10,10.227.125.170/32,172,191,69,192,6,Deny
143,29,3,00:00:00:00:00:00,00:00:00:00:00:00,10.232.0.0/13,10.90.183.249/32,133,155,38,166,1,Deny
144,168,3,00:00:00:00:00:00,00:00:00:00:00:00,10.88.166.160/30,10.109.160.0/20,39,69,64,70,6,Allow
145,26,3,00:00:00:00:00:00,00:00:00:00:00:00,10.122.170.125/32,10.96.0.0/11,164,188,25,102,1,Deny
146,83,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/9,10.192.0.0/10,178,180,82,119,1,Allow
147,54,3,00:00:00:00:00:00,00:00:00:00:00:00,10.192.0.0/11,10.48.0.0/13,3,60,183,191,1,Deny
148,201,3,00:00:00:00:00:00,00:00:00:00:00:00,10.67.0.0/16,10.145.19.48/28,41,43,96,180,6,Allow
149,38,3,00:00:00:00:00:00,00:00:00:00:00:00,10.187.0.0/16,10.238.22.8/32,75,169,55,143,1,Deny
150,76,3,00:00:00:00:00:00,00:00:00:00:00:00,10.64.0.0/10,10.198.226.21/32,2,13,11,36,1,Allow
151,140,3,00:00:00:00:00:00,00:00:00:00:00:00,10.194.220.128/26,10.130.113.122/32,84,105,2,136,6,Deny
152,3,3,00:00:00:00:00:00,00:00:00:00:00:00,10.96.71.224/27,10.128.0.0/13,86,107,150,192,6,Deny
153,11,3,00:00:00:00:00:00,00:00:00:00:00:00,10.144.0.0/13,10.37.0.0/16,44,170,27,33,1,Deny
154,164,3,00:00:00:00:00:00,00:00:00:00:00:00,10.198.0.0/15,10.216.146.208/30,111,125,121,149,1,Deny
155,33,3,00:00:00:00:00:00,00:00:00:00:00:00,10.25.0.0/18,10.128.0.0/9,160,178,82,138,1,Allow
156,2,3,00:00:00:00:00:00,00:00:00:00:00:00,10.224.63.48/30,10.78.109.80/28,17,167,103,196,6,Allow
157,23,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/8,10.76.0.0/17,48,194,18,93,6,Allow
158,102,3,00:00:00:00:00:00,00:00:00:00:00:00,10.47.0.0/18,10.112.0.0/16,129,168,133,156,1,Allow
159,63,3,00:00:00:00:00:00,00:00:00:00:00:00,10.23.171.216/30,10.144.0.0/14,15,148,5,98,6,Allow
160,127,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/8,10.213.39.224/28,22,183,15,22,1,Deny
161,44,3,00:00:00:00:00:00,00:00:00:00:00:00,10.208.0.0/14,10.128.0.0/10,71,146,32,153,1,Allow
162,46,3,00:00:00:00:00:00,00:00:00:00:00:00,10.162.16.0/21,10.0.0.0/8,84,182,8,68,1,Allow
163,34,3,00:00:00:00:00:00,00:00:00:00:00:00,10.106.246.192/27,10.194.0.0/16,168,171,129,185,1,Allow
164,188,3,00:00:00:00:00:00,00:00:00:00:00:00,10.254.0.0/15,10.199.36.216/32,37,182,30,49,6,Deny
165,105,3,00:00:00:00:00:00,00:00:00:00:00:00,10.91.42.208/29,10.121.112.0/21,14,25,68,120,6,Allow
166,124,3,00:00:00:00:00:00,00:00:00:00:00:00,10.144.0.0/12,10.128.0.0/10,17,53,81,88,1,Deny
167,5,3,00:00:00:00:00:00,00:00:00:00:00:00,10.140.26.82/32,10.2.0.0/15,142,183,2,59,6,Allow
168,150,3,00:00:00:00:00:00,00:00:00:00:00:00,10.253.28.248/32,10.159.0.0/17,68,186,10,199,6,Allow
169,181,3,00:00:00:00:00:00,00:00:00:00:00:00,10.220.0.0/14,10.0.0.0/9,62,127,62,136,6,Deny
170,46,3,00:00:00:00:00:00,00:00:00:00:00:00,10.64.0.0/10,10.141.8.129/32,46,77,89,170,6,Allow
171,131,3,00:00:00:00:00:00,00:00:00:00:00:00,10.223.69.160/28,10.0.0.0/9,6,156,43,99,1,Deny
172,183,3,00:00:00:00:00:00,00:00:00:00:00:00,10.229.116.0/22,10.176.86.38/32,3,168,52,78,1,Deny
173,122,3,00:00:00:00:00:00,00:00:00:00:00:00,10.128.0.0/9,10.160.0.0/11,49,82,188,191,1,Allow
174,26,3,00:00:00:00:00:00,00:00:00:00:00:00,10.16.0.0/14,10.212.16.128/26,23,68,23,83,6,Allow
175,132,3,00:00:00:00:00:00,00:00:00:00:00:00,10.36.0.0/15,10.176.0.0/12,71,173,3,176,6,Deny
176,190,3,00:00:00:00:00:00,00:00:00:00:00:00,10.60.0.0/14,10.29.43.0/25,1,68,25,109,1,Allow
177,70,3,00:00:00:00:00:00,00:00:00:00:00:00,10.160.0.0/11,10.161.0.0/17,19,69,80,189,6,Allow
178,58,3,00:00:00:00:00:00,00:00:00:00:00:00,10.156.161.120/29,10.157.128.0/17,26,131,31,98,1,Allow
179,44,3,00:00:00:00:00:00,00:00:00:00:00:00,10.32.0.0/13,10.64.0.0/13,87,196,36,179,6,Deny
180,88,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/8,10.244.0.0/14,63,65,129,148,6,Deny
181,176,3,00:00:00:00:00:00,00:00:00:00:00:00,10.212.132.176/28,10.216.0.0/14,61,190,102,144,1,Deny
182,82,3,00:00:00:00:00:00,00:00:00:00:00:00,10.33.148.0/22,10.204.0.0/16,24,132,24,25,6,Allow
183,54,3,00:00:00:00:00:00,00:00:00:00:00:00,10.110.192.0/19,10.172.135.161/32,57,63,77,104,1,Deny
184,99,3,00:00:00:00:00:00,00:00:00:00:00:00,10.123.105.80/28,10.0.0.0/8,157,164,41,98,1,Deny
185,155,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/8,10.128.0.0/10,88,112,27,124,1,Deny
186,123,3,00:00:00:00:00:00,00:00:00:00:00:00,10.32.0.0/11,10.144.174.16/28,135,139,29,140,6,Allow
187,3,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/10,10.173.113.240/28,8,84,26,168,6,Deny
188,123,3,00:00:00:00:00:00,00:00:00:00:00:00,10.129.224.0/20,10.0.0.0/13,88,93,38,51,1,Allow
189,102,3,00:00:00:00:00:00,00:00:00:00:00:00,10.172.0.0/14,10.17.224.0/20,94,173,131,181,6,Allow
190,111,3,00:00:00:00:00:00,00:00:00:00:00:00,10.0.0.0/9,10.216.0.0/13,53,138,10,163,1,Allow
191,84,3,00:00:00:00:00:00,00:00:00:00:00:00,10.128.0.0/10,10.0.0.0/8,77,188,29,107,6,Deny
192,146,3,00:00:00:00:00:00,00:00:00:00:00:00,10.64.0.0/11,10.235.66.26/32,9,190,21,105,6,Deny
193,56,3,00:00:00:00:00:00,00:00:00:00:00:00,10.135.232.0/22,10.3.208.0/20,35,153,144,157,1,Allow
194,92,3,00:00:00:00:00:00,00:00:00:00:00:00,10.174.75.102/32,10.3.0.0/20,12,47,86,117,1,Deny
195,82,3,00:00:00:00:00:00,00:00:00:00:00:00,10.74.159.88/30,10.24.128.0/20,28,104,78,162,6,Deny
196,121,3,00:00:00:00:00:00,00:00:00:00:00:00,10.139.238.168/32,10.174.95.128/26,85,195,125,133,1,Allow
197,56,3,00:00:00:00:00:00,00:00:00:00:00:00,10.211.112.0/21,10.0.0.0/8,53,142,75,191,6,Allow
198,9,3,00:00:00:00:00:00,00:00:00:00:00:00,10.128.0.0/11,10.252.0.0/14,15,115,59,135,1,Allow
199,187,3,00:00:00:00:00:00,00:00:00:00:00:00,10.70.0.0/15,10.198.232.0/21,2,99,84,164,1,Allow
200,16,3,00:00:00:00:00:00,00:00:00:00:00:00,10.183.81.26/32,10.81.64.0/20,114,189,187,200,1,Deny
201,63,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.88.0/22,10.50.64.0/19,29,108,130,167,6,Deny
202,192,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.0.0/16,107,163,2,103,6,Allow
203,176,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.17.56/30,10.50.123.96/27,57,184,96,115,1,Deny
204,1,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.58.120/30,10.50.180.0/22,46,48,47,164,1,Allow
205,24,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.84.0/22,10.50.184.0/21,10,166,41,119,6,Allow
206,50,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.180.0/22,10.50.154.96/27,142,190,115,129,6,Allow
207,134,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/20,10.50.32.0/19,41,65,99,197,1,Allow
208,59,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.186.0/23,10.50.243.214/32,47,171,89,132,1,Allow
209,198,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/20,10.50.118.0/23,35,100,100,103,6,Deny
210,13,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/20,10.50.24.128/25,17,95,128,191,6,Allow
211,66,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.34.8/31,10.50.128.0/18,46,74,21,66,6,Deny
212,66,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.131.24/29,28,91,56,174,6,Allow
213,125,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.30.34/31,71,186,13,30,1,Allow
214,97,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.208.0/21,10.50.209.0/26,158,187,7,83,6,Deny
215,116,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.90.249/32,75,95,114,143,6,Allow
216,13,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.238.24/29,10.50.124.0/23,15,109,98,138,1,Deny
