aasno,priority,ingress,src_mac,dst_mac,src_ip,dst_ip,src_start,src_end,dst_start,dst_end,nw_proto,action 
41,9,3,00:00:00:00:00:00,00:00:00:00:00:00,107.160.0.0/12,144.0.0.0/10,109,159,10,103,1,Allow
42,44,3,00:00:00:00:00:00,00:00:00:00:00:00,30.196.96.0/19,4.0.0.0/9,111,135,133,137,1,Deny
43,142,3,00:00:00:00:00:00,00:00:00:00:00:00,92.24.0.0/13,54.32.0.0/11,130,146,143,170,6,Deny
44,120,3,00:00:00:00:00:00,00:00:00:00:00:00,143.191.100.0/22,102.111.16.0/20,50,72,28,73,6,Deny
45,50,3,00:00:00:00:00:00,00:00:00:00:00:00,153.192.0.0/14,92.128.0.0/9,150,176,8,102,6,Allow
46,151,3,00:00:00:00:00:00,00:00:00:00:00:00,149.64.0.0/10,199.138.0.0/16,25,131,37,132,1,Allow
47,11,3,00:00:00:00:00:00,00:00:00:00:00:00,246.16.0.0/12,177.107.99.252/30,67,113,39,182,1,Allow
48,1,3,00:00:00:00:00:00,00:00:00:00:00:00,219.30.0.0/16,136.68.110.128/26,64,144,16,102,1,Deny
49,36,3,00:00:00:00:00:00,00:00:00:00:00:00,193.9.80.0/21,210.160.0.0/16,24,77,14,179,1,Allow
50,174,3,00:00:00:00:00:00,00:00:00:00:00:00,41.224.0.0/11,195.224.0.0/13,131,176,138,158,6,Allow
51,116,3,00:00:00:00:00:00,00:00:00:00:00:00,73.0.0.0/9,163.136.0.0/13,1,47,94,129,1,Deny
52,23,3,00:00:00:00:00:00,00:00:00:00:00:00,142.205.74.64/28,195.152.0.0/14,116,189,154,176,6,Deny
53,142,3,00:00:00:00:00:00,00:00:00:00:00:00,244.110.64.206/32,135.242.9.36/30,58,122,46,99,1,Deny
54,100,3,00:00:00:00:00:00,00:00:00:00:00:00,22.224.0.0/13,98.124.128.0/17,16,179,83,159,6,Allow
55,121,3,00:00:00:00:00:00,00:00:00:00:00:00,155.8.197.150/32,10.0.0.0/9,83,172,121,192,6,Allow
56,132,3,00:00:00:00:00:00,00:00:00:00:00:00,244.81.104.39/32,4.115.103.219/32,10,102,8,103,1,Allow
57,73,3,00:00:00:00:00:00,00:00:00:00:00:00,93.96.0.0/13,153.0.0.0/12,161,200,71,103,6,Deny
58,9,3,00:00:00:00:00:00,00:00:00:00:00:00,244.184.0.0/14,138.219.197.0/26,117,159,3,197,6,Deny
59,140,3,00:00:00:00:00:00,00:00:00:00:00:00,92.160.0.0/11,136.5.192.0/18,73,123,23,90,6,Deny
60,74,3,00:00:00:00:00:00,00:00:00:00:00:00,160.64.0.0/11,77.119.176.18/32,112,147,69,115,6,Allow
61,190,3,00:00:00:00:00:00,00:00:00:00:00:00,240.128.0.0/9,158.64.0.0/11,149,161,26,195,1,Allow
62,112,3,00:00:00:00:00:00,00:00:00:00:00:00,224.64.0.0/12,189.119.240.0/20,174,182,154,172,1,Deny
63,123,3,00:00:00:00:00:00,00:00:00:00:00:00,87.205.14.128/27,202.192.0.0/11,133,162,54,154,1,Allow
64,194,3,00:00:00:00:00:00,00:00:00:00:00:00,152.230.31.69/32,18.198.227.224/29,53,75,168,196,1,Deny
65,9,3,00:00:00:00:00:00,00:00:00:00:00:00,143.4.0.0/14,186.128.0.0/9,122,142,8,110,1,Allow
66,115,3,00:00:00:00:00:00,00:00:00:00:00:00,222.0.0.0/13,212.176.0.0/12,22,181,37,105,1,Allow
67,137,3,00:00:00:00:00:00,00:00:00:00:00:00,200.16.0.0/12,107.118.0.0/16,73,131,85,195,1,Deny
68,140,3,00:00:00:00:00:00,00:00:00:00:00:00,206.115.26.71/32,85.0.0.0/9,147,199,33,151,1,Deny
69,91,3,00:00:00:00:00:00,00:00:00:00:00:00,88.96.0.0/14,162.9.0.0/16,46,134,27,148,6,Deny
70,51,3,00:00:00:00:00:00,00:00:00:00:00:00,242.128.0.0/9,41.101.6.136/30,87,162,150,154,1,Deny
71,31,3,00:00:00:00:00:00,00:00:00:00:00:00,23.64.0.0/10,239.0.0.0/12,4,8,54,144,6,Allow
72,142,3,00:00:00:00:00:00,00:00:00:00:00:00,240.4.0.0/14,186.22.0.0/15,69,76,64,68,1,Deny
73,142,3,00:00:00:00:00:00,00:00:00:00:00:00,219.37.245.38/32,233.0.0.0/9,112,183,109,200,6,Deny
74,101,3,00:00:00:00:00:00,00:00:00:00:00:00,167.48.0.0/12,162.233.64.0/19,23,150,163,164,1,Deny
75,53,3,00:00:00:00:00:00,00:00:00:00:00:00,25.176.0.0/13,78.0.0.0/12,16,96,91,162,6,Allow
76,71,3,00:00:00:00:00:00,00:00:00:00:00:00,206.0.0.0/11,78.0.0.0/8,58,178,100,190,1,Allow
77,48,3,00:00:00:00:00:00,00:00:00:00:00:00,85.175.0.0/17,115.202.24.0/22,69,155,68,109,1,Deny
78,40,3,00:00:00:00:00:00,00:00:00:00:00:00,95.184.0.0/13,148.144.0.0/12,13,63,27,101,6,Allow
79,121,3,00:00:00:00:00:00,00:00:00:00:00:00,65.211.238.254/31,153.32.0.0/12,151,175,53,91,6,Deny
80,175,3,00:00:00:00:00:00,00:00:00:00:00:00,2.16.0.0/14,224.40.0.0/13,124,193,150,170,1,Allow
81,157,3,00:00:00:00:00:00,00:00:00:00:00:00,145.29.0.0/17,1.36.0.0/14,33,35,62,159,1,Allow
82,88,3,00:00:00:00:00:00,00:00:00:00:00:00,94.35.0.0/16,12.248.0.0/16,41,176,95,144,6,Deny
83,171,3,00:00:00:00:00:00,00:00:00:00:00:00,64.48.0.0/12,210.167.76.0/23,46,134,20,74,1,Deny
84,22,3,00:00:00:00:00:00,00:00:00:00:00:00,31.89.237.160/29,180.0.0.0/8,1,97,150,187,6,Deny
85,148,3,00:00:00:00:00:00,00:00:00:00:00:00,40.237.136.0/21,98.47.64.0/19,17,75,92,165,6,Deny
86,103,3,00:00:00:00:00:00,00:00:00:00:00:00,135.160.0.0/12,29.129.0.0/16,96,122,18,185,6,Allow
87,138,3,00:00:00:00:00:00,00:00:00:00:00:00,35.0.0.0/11,144.47.203.55/32,32,67,16,123,1,Deny
88,119,3,00:00:00:00:00:00,00:00:00:00:00:00,85.240.0.0/12,185.0.0.0/9,148,196,46,157,1,Allow
89,144,3,00:00:00:00:00:00,00:00:00:00:00:00,61.15.128.0/19,162.132.0.0/16,16,76,15,172,6,Allow
90,189,3,00:00:00:00:00:00,00:00:00:00:00:00,20.48.152.8/30,184.45.56.0/21,75,161,18,139,1,Deny
91,95,3,00:00:00:00:00:00,00:00:00:00:00:00,17.48.0.0/12,233.73.153.58/32,121,150,40,148,6,Allow
92,197,3,00:00:00:00:00:00,00:00:00:00:00:00,92.37.239.8/29,111.153.0.0/17,154,157,83,179,1,Deny
93,136,3,00:00:00:00:00:00,00:00:00:00:00:00,161.0.0.0/8,36.40.128.96/28,183,191,13,106,6,Allow
94,187,3,00:00:00:00:00:00,00:00:00:00:00:00,156.18.0.0/17,222.0.0.0/9,150,187,24,139,6,Allow
95,134,3,00:00:00:00:00:00,00:00:00:00:00:00,159.146.0.0/15,58.140.94.208/29,100,199,21,198,6,Allow
96,89,3,00:00:00:00:00:00,00:00:00:00:00:00,65.80.0.0/12,110.181.128.0/17,92,160,25,73,6,Allow
97,124,3,00:00:00:00:00:00,00:00:00:00:00:00,88.48.128.0/22,189.168.112.74/32,96,130,55,76,1,Deny
98,124,3,00:00:00:00:00:00,00:00:00:00:00:00,130.160.0.0/12,9.242.0.0/19,104,105,8,60,1,Deny
99,117,3,00:00:00:00:00:00,00:00:00:00:00:00,126.208.0.0/16,9.0.0.0/9,159,185,1,111,6,Deny
100,125,3,00:00:00:00:00:00,00:00:00:00:00:00,59.80.0.0/14,194.0.0.0/8,102,165,55,91,1,Deny
101,30,3,00:00:00:00:00:00,00:00:00:00:00:00,112.205.219.93/32,124.109.72.0/21,6,59,51,154,6,Allow
102,18,3,00:00:00:00:00:00,00:00:00:00:00:00,85.202.0.0/15,146.96.0.0/11,11,153,123,170,6,Allow
103,178,3,00:00:00:00:00:00,00:00:00:00:00:00,153.128.0.0/9,222.32.0.0/13,64,83,45,156,6,Deny
104,85,3,00:00:00:00:00:00,00:00:00:00:00:00,255.252.112.0/20,121.64.128.0/17,67,80,86,154,1,Deny
105,4,3,00:00:00:00:00:00,00:00:00:00:00:00,192.128.0.0/14,96.75.36.0/23,17,29,104,123,1,Deny
106,80,3,00:00:00:00:00:00,00:00:00:00:00:00,124.73.120.0/21,129.64.0.0/11,75,147,52,89,1,Allow
107,39,3,00:00:00:00:00:00,00:00:00:00:00:00,100.176.185.96/28,202.115.144.0/22,2,114,130,145,1,Deny
108,158,3,00:00:00:00:00:00,00:00:00:00:00:00,191.68.0.0/15,254.152.187.25/32,161,196,17,39,6,Deny
109,29,3,00:00:00:00:00:00,00:00:00:00:00:00,179.0.0.0/8,152.96.0.0/12,89,178,141,170,6,Allow
110,120,3,00:00:00:00:00:00,00:00:00:00:00:00,5.152.0.0/15,139.142.160.0/20,99,177,35,181,6,Deny
111,141,3,00:00:00:00:00:00,00:00:00:00:00:00,215.64.0.0/11,47.75.164.0/28,42,111,41,173,1,Deny
112,11,3,00:00:00:00:00:00,00:00:00:00:00:00,21.40.122.28/32,89.224.0.0/17,147,173,77,179,6,Allow
113,2,3,00:00:00:00:00:00,00:00:00:00:00:00,183.192.0.0/10,238.71.49.128/27,132,153,47,174,1,Deny
114,3,3,00:00:00:00:00:00,00:00:00:00:00:00,208.192.0.0/10,21.48.0.0/13,127,163,126,186,6,Allow
115,136,3,00:00:00:00:00:00,00:00:00:00:00:00,5.132.0.0/14,64.0.0.0/9,30,40,33,160,1,Allow
116,143,3,00:00:00:00:00:00,00:00:00:00:00:00,183.101.223.60/30,202.138.224.0/20,108,154,106,180,6,Allow
117,124,3,00:00:00:00:00:00,00:00:00:00:00:00,85.59.86.95/32,35.184.172.121/32,82,126,116,125,6,Allow
118,126,3,00:00:00:00:00:00,00:00:00:00:00:00,17.239.23.128/25,151.221.217.15/32,119,151,101,166,1,Allow
119,128,3,00:00:00:00:00:00,00:00:00:00:00:00,119.200.0.0/13,232.212.0.0/14,5,131,18,177,1,Allow
120,126,3,00:00:00:00:00:00,00:00:00:00:00:00,192.160.0.0/14,140.83.97.192/26,142,152,152,180,1,Allow
121,151,3,00:00:00:00:00:00,00:00:00:00:00:00,220.32.192.0/20,142.215.161.128/26,61,136,86,168,1,Allow
122,118,3,00:00:00:00:00:00,00:00:00:00:00:00,74.180.180.0/22,26.20.203.248/31,54,161,18,58,1,Allow
123,173,3,00:00:00:00:00:00,00:00:00:00:00:00,69.138.128.0/20,207.241.235.64/26,42,115,82,149,6,Allow
124,108,3,00:00:00:00:00:00,00:00:00:00:00:00,94.217.64.0/19,22.139.167.104/32,68,126,38,188,6,Allow
125,143,3,00:00:00:00:00:00,00:00:00:00:00:00,153.160.0.0/13,4.83.156.232/31,102,133,77,183,6,Deny
126,6,3,00:00:00:00:00:00,00:00:00:00:00:00,1.198.220.13/32,86.0.0.0/15,45,163,65,121,6,Deny
127,76,3,00:00:00:00:00:00,00:00:00:00:00:00,241.194.140.0/22,233.58.206.52/32,65,153,97,193,6,Allow
128,187,3,00:00:00:00:00:00,00:00:00:00:00:00,95.194.128.0/20,201.0.0.0/9,66,104,31,91,6,Allow
129,134,3,00:00:00:00:00:00,00:00:00:00:00:00,142.51.20.224/27,252.202.42.192/26,39,83,88,132,1,Allow
130,123,3,00:00:00:00:00:00,00:00:00:00:00:00,49.53.160.0/19,146.187.78.166/32,47,145,4,21,1,Allow
131,16,3,00:00:00:00:00:00,00:00:00:00:00:00,64.158.214.146/32,128.98.67.128/27,31,116,34,104,1,Deny
132,130,3,00:00:00:00:00:00,00:00:00:00:00:00,71.20.1.175/32,7.27.187.0/26,73,121,10,79,6,Allow
133,100,3,00:00:00:00:00:00,00:00:00:00:00:00,156.128.0.0/9,202.170.150.128/26,83,88,3,57,1,Deny
134,19,3,00:00:00:00:00:00,00:00:00:00:00:00,41.210.172.0/22,0.0.0.0/9,49,192,95,147,6,Allow
135,91,3,00:00:00:00:00:00,00:00:00:00:00:00,77.0.0.0/9,144.251.137.96/27,59,177,133,188,1,Deny
136,30,3,00:00:00:00:00:00,00:00:00:00:00:00,112.128.0.0/10,130.34.176.0/21,87,174,48,114,6,Deny
137,170,3,00:00:00:00:00:00,00:00:00:00:00:00,180.250.64.0/21,215.250.224.0/20,1,152,85,162,1,Allow
138,120,3,00:00:00:00:00:00,00:00:00:00:00:00,23.33.244.249/32,171.134.0.0/15,131,142,48,71,1,Allow
139,133,3,00:00:00:00:00:00,00:00:00:00:00:00,76.0.0.0/8,75.232.0.0/13,124,185,9,88,1,Allow
140,53,3,00:00:00:00:00:00,00:00:00:00:00:00,27.0.0.0/9,93.64.0.0/10,186,195,105,173,1,Deny
141,87,3,00:00:00:00:00:00,00:00:00:00:00:00,118.192.0.0/11,23.31.176.0/21,9,178,31,69,1,Allow
142,40,3,00:00:00:00:00:00,00:00:00:00:00:00,230.70.60.0/23,102.80.0.0/13,13,157,174,200,6,Deny
143,106,3,00:00:00:00:00:00,00:00:00:00:00:00,228.85.170.186/31,246.161.223.249/32,57,59,36,124,1,Allow
144,120,3,00:00:00:00:00:00,00:00:00:00:00:00,160.64.91.231/32,159.50.87.6/32,80,185,133,188,6,Allow
145,198,3,00:00:00:00:00:00,00:00:00:00:00:00,51.211.128.0/17,244.176.0.0/12,70,122,1,191,6,Deny
146,123,3,00:00:00:00:00:00,00:00:00:00:00:00,63.18.224.0/20,2.244.0.0/14,85,121,62,71,6,Allow
147,12,3,00:00:00:00:00:00,00:00:00:00:00:00,229.120.35.176/30,97.0.0.0/9,127,181,11,147,1,Allow
148,181,3,00:00:00:00:00:00,00:00:00:00:00:00,251.131.217.224/27,10.213.198.96/27,52,66,50,146,6,Deny
149,60,3,00:00:00:00:00:00,00:00:00:00:00:00,139.144.0.0/12,110.74.0.0/15,122,127,121,125,1,Allow
150,56,3,00:00:00:00:00:00,00:00:00:00:00:00,60.207.33.208/29,57.128.0.0/11,7,107,19,87,1,Deny
151,177,3,00:00:00:00:00:00,00:00:00:00:00:00,18.187.156.0/22,153.224.0.0/11,165,196,86,134,1,Deny
152,137,3,00:00:00:00:00:00,00:00:00:00:00:00,254.0.0.0/8,189.0.0.0/12,148,175,47,186,6,Deny
153,62,3,00:00:00:00:00:00,00:00:00:00:00:00,20.64.0.0/11,68.16.184.36/30,19,74,3,170,1,Allow
154,6,3,00:00:00:00:00:00,00:00:00:00:00:00,111.0.0.0/9,225.9.168.0/22,11,88,129,160,1,Allow
155,158,3,00:00:00:00:00:00,00:00:00:00:00:00,19.27.88.0/21,47.120.82.64/29,56,174,10,107,6,Allow
156,56,3,00:00:00:00:00:00,00:00:00:00:00:00,24.71.168.0/21,143.208.0.0/13,71,96,2,175,1,Allow
157,60,3,00:00:00:00:00:00,00:00:00:00:00:00,226.64.249.160/27,35.128.0.0/9,3,100,27,98,1,Deny
158,79,3,00:00:00:00:00:00,00:00:00:00:00:00,169.96.0.0/11,128.26.0.0/15,172,184,91,126,6,Allow
159,162,3,00:00:00:00:00:00,00:00:00:00:00:00,5.31.82.48/28,66.125.234.236/31,7,30,54,126,6,Allow
160,73,3,00:00:00:00:00:00,00:00:00:00:00:00,229.89.0.0/16,169.32.0.0/12,41,109,5,15,1,Deny
161,52,3,00:00:00:00:00:00,00:00:00:00:00:00,178.38.0.0/16,77.213.224.104/29,29,80,30,137,6,Deny
162,54,3,00:00:00:00:00:00,00:00:00:00:00:00,29.4.251.128/27,229.156.164.192/26,18,55,153,170,1,Allow
163,173,3,00:00:00:00:00:00,00:00:00:00:00:00,187.0.0.0/8,225.185.31.72/30,121,186,42,70,1,Allow
164,173,3,00:00:00:00:00:00,00:00:00:00:00:00,198.9.88.0/21,83.189.128.0/17,148,159,40,199,1,Deny
165,104,3,00:00:00:00:00:00,00:00:00:00:00:00,49.103.128.0/20,193.9.15.176/28,104,120,18,142,6,Deny
166,49,3,00:00:00:00:00:00,00:00:00:00:00:00,204.201.128.0/22,186.157.108.57/32,18,47,69,123,6,Deny
167,15,3,00:00:00:00:00:00,00:00:00:00:00:00,243.64.0.0/12,236.48.0.0/13,72,167,172,181,6,Deny
168,175,3,00:00:00:00:00:00,00:00:00:00:00:00,236.140.0.0/14,81.128.0.0/10,64,84,72,198,1,Allow
169,189,3,00:00:00:00:00:00,00:00:00:00:00:00,57.40.64.0/23,85.248.0.0/13,111,133,2,37,1,Allow
170,153,3,00:00:00:00:00:00,00:00:00:00:00:00,38.8.0.0/13,194.26.192.0/18,51,89,42,73,1,Deny
171,62,3,00:00:00:00:00:00,00:00:00:00:00:00,253.27.192.0/19,123.11.219.142/31,150,193,166,167,6,Deny
172,49,3,00:00:00:00:00:00,00:00:00:00:00:00,76.183.56.69/32,42.161.0.0/16,14,66,81,122,6,Allow
173,140,3,00:00:00:00:00:00,00:00:00:00:00:00,11.26.0.0/15,201.234.0.0/15,119,166,3,34,1,Deny
174,128,3,00:00:00:00:00:00,00:00:00:00:00:00,42.205.173.212/32,145.37.78.166/32,137,182,49,82,6,Allow
175,144,3,00:00:00:00:00:00,00:00:00:00:00:00,63.187.8.0/22,66.6.128.0/18,66,72,73,160,6,Allow
176,51,3,00:00:00:00:00:00,00:00:00:00:00:00,180.18.104.0/21,79.8.156.0/22,2,57,11,190,1,Deny
177,3,3,00:00:00:00:00:00,00:00:00:00:00:00,99.248.0.0/13,135.0.0.0/10,40,153,23,105,6,Deny
178,103,3,00:00:00:00:00:00,00:00:00:00:00:00,121.64.0.0/10,240.179.64.0/18,35,72,28,95,1,Allow
179,38,3,00:00:00:00:00:00,00:00:00:00:00:00,73.0.0.0/9,139.58.23.171/32,82,135,73,140,1,Allow
180,76,3,00:00:00:00:00:00,00:00:00:00:00:00,215.203.221.224/27,212.176.211.48/29,67,194,9,20,1,Allow
181,137,3,00:00:00:00:00:00,00:00:00:00:00:00,11.224.0.0/11,89.0.0.0/8,68,170,142,146,1,Allow
182,133,3,00:00:00:00:00:00,00:00:00:00:00:00,81.42.247.171/32,42.132.247.0/29,130,153,26,75,1,Deny
183,19,3,00:00:00:00:00:00,00:00:00:00:00:00,6.70.58.168/32,122.236.0.0/14,102,127,65,140,6,Allow
184,155,3,00:00:00:00:00:00,00:00:00:00:00:00,219.212.128.0/17,241.78.172.89/32,20,115,39,140,6,Deny
185,94,3,00:00:00:00:00:00,00:00:00:00:00:00,55.0.0.0/8,166.160.0.0/12,70,194,73,140,6,Allow
186,41,3,00:00:00:00:00:00,00:00:00:00:00:00,28.0.0.0/9,143.0.0.0/8,26,43,5,39,6,Allow
187,132,3,00:00:00:00:00:00,00:00:00:00:00:00,82.104.0.0/13,25.172.114.192/28,17,157,128,159,1,Allow
188,37,3,00:00:00:00:00:00,00:00:00:00:00:00,127.0.0.0/10,162.148.0.0/14,10,92,13,56,1,Allow
189,105,3,00:00:00:00:00:00,00:00:00:00:00:00,18.0.0.0/8,43.71.122.86/32,57,149,7,85,1,Allow
190,71,3,00:00:00:00:00:00,00:00:00:00:00:00,3.187.182.192/26,247.0.0.0/11,120,171,6,187,1,Deny
191,71,3,00:00:00:00:00:00,00:00:00:00:00:00,209.178.67.221/32,71.128.0.0/9,84,175,5,72,1,Allow
192,128,3,00:00:00:00:00:00,00:00:00:00:00:00,69.0.0.0/8,10.15.110.0/23,30,126,56,152,1,Allow
193,79,3,00:00:00:00:00:00,00:00:00:00:00:00,152.138.32.0/20,119.249.198.64/26,20,168,139,184,1,Deny
194,100,3,00:00:00:00:00:00,00:00:00:00:00:00,41.192.0.0/10,165.16.0.0/12,1,196,46,166,6,Allow
195,200,3,00:00:00:00:00:00,00:00:00:00:00:00,42.29.67.128/25,65.50.0.0/17,20,115,7,85,1,Allow
196,149,3,00:00:00:00:00:00,00:00:00:00:00:00,170.0.0.0/8,195.219.154.144/29,31,189,59,128,1,Allow
197,181,3,00:00:00:00:00:00,00:00:00:00:00:00,170.0.0.0/9,210.63.0.0/16,69,107,91,176,6,Allow
198,200,3,00:00:00:00:00:00,00:00:00:00:00:00,9.96.0.0/14,99.0.0.0/8,112,159,28,90,6,Deny
199,27,3,00:00:00:00:00:00,00:00:00:00:00:00,11.35.78.0/23,178.160.0.0/12,19,42,34,87,6,Allow
200,19,3,00:00:00:00:00:00,00:00:00:00:00:00,137.0.0.0/10,153.28.120.37/32,87,150,10,149,1,Deny
201,198,3,00:00:00:00:00:00,00:00:00:00:00:00,197.21.192.0/18,227.0.0.0/9,34,69,32,44,1,Allow
202,74,3,00:00:00:00:00:00,00:00:00:00:00:00,179.192.0.0/10,222.192.0.0/10,4,141,48,173,6,Allow
203,47,3,00:00:00:00:00:00,00:00:00:00:00:00,203.32.0.0/13,20.248.0.0/15,38,175,20,63,6,Deny
204,58,3,00:00:00:00:00:00,00:00:00:00:00:00,58.126.53.96/31,27.98.208.0/20,40,147,61,115,6,Allow
205,121,3,00:00:00:00:00:00,00:00:00:00:00:00,102.184.184.64/27,165.0.0.0/8,25,181,123,165,1,Allow
206,4,3,00:00:00:00:00:00,00:00:00:00:00:00,101.104.216.243/32,136.160.0.0/13,39,105,2,99,6,Deny
207,66,3,00:00:00:00:00:00,00:00:00:00:00:00,168.64.0.0/11,155.74.0.0/15,62,116,11,187,1,Deny
208,99,3,00:00:00:00:00:00,00:00:00:00:00:00,39.0.0.0/8,167.240.0.0/12,10,103,66,125,1,Allow
209,148,3,00:00:00:00:00:00,00:00:00:00:00:00,139.184.0.0/13,41.0.0.0/8,108,157,40,175,6,Allow
210,51,3,00:00:00:00:00:00,00:00:00:00:00:00,135.192.0.0/11,34.115.104.202/31,6,65,43,162,1,Deny
211,180,3,00:00:00:00:00:00,00:00:00:00:00:00,180.89.152.0/22,135.101.176.0/21,120,140,10,140,1,Allow
212,172,3,00:00:00:00:00:00,00:00:00:00:00:00,187.32.0.0/11,28.240.48.0/20,25,76,14,81,6,Allow
213,149,3,00:00:00:00:00:00,00:00:00:00:00:00,62.60.124.0/22,32.192.0.0/10,54,90,24,46,6,Deny
214,93,3,00:00:00:00:00:00,00:00:00:00:00:00,249.96.122.32/30,213.200.0.0/13,8,172,17,92,1,Deny
215,147,3,00:00:00:00:00:00,00:00:00:00:00:00,89.84.0.0/15,115.165.0.0/16,84,136,14,195,1,Allow
216,67,3,00:00:00:00:00:00,00:00:00:00:00:00,53.224.0.0/11,38.40.223.120/32,17,197,55,120,1,Deny
