aasno,priority,ingress,src_mac,dst_mac,src_ip,dst_ip,src_start,src_end,dst_start,dst_end,nw_proto,action 
35,137,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.48.0/20,10.50.0.0/16,43,188,24,55,6,Allow
36,46,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.127.96/28,10.50.0.0/19,1,99,82,199,1,Deny
37,160,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/18,10.50.192.0/18,148,150,150,182,1,Deny
38,186,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.93.93/32,10.50.0.0/17,75,184,5,122,1,Deny
39,128,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.80.0/23,11,74,36,119,6,Allow
40,1,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.48.0/21,13,43,80,179,6,Deny
41,113,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/19,10.50.128.0/18,40,176,153,169,1,Deny
42,96,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/20,10.50.0.0/17,134,186,20,184,1,Allow
43,26,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.159.56/30,88,176,67,185,1,Deny
44,161,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.236.0/25,10.50.120.228/30,104,106,172,196,6,Deny
45,90,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.192.0/18,14,159,55,192,1,Allow
46,145,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.247.144/28,135,140,101,190,1,Allow
47,151,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.75.192/26,57,186,56,187,1,Deny
48,38,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.72.64/26,10.50.64.0/19,85,184,86,156,1,Allow
49,168,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.87.116/30,10.50.4.64/27,93,167,153,159,6,Deny
50,20,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.16.0/20,10.50.101.158/31,110,128,55,155,6,Allow
51,61,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.80.0/20,153,173,144,154,1,Deny
52,179,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.216.0/21,69,109,41,109,1,Deny
53,39,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.16.243/32,10.50.216.0/22,55,159,148,156,1,Deny
54,172,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.186.128/25,10.50.217.103/32,1,120,76,183,1,Deny
55,119,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/19,10.50.120.0/22,32,130,58,159,6,Allow
56,133,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.176.0/21,10.50.64.0/22,79,85,52,151,6,Allow
57,161,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.0/19,10.50.192.0/19,54,85,40,45,1,Deny
58,13,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.233.32/27,10.50.192.0/18,47,191,8,37,1,Deny
59,133,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.168.0/22,10.50.239.56/30,15,181,11,24,6,Deny
60,50,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.216.0/22,10.50.3.224/27,50,54,163,174,6,Allow
61,148,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/19,10.50.80.0/20,57,190,119,192,1,Deny
62,179,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.224/28,10.50.160.0/19,30,151,77,154,6,Deny
63,164,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/22,10.50.184.0/22,72,143,9,24,6,Allow
64,131,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.112.0/22,10.50.128.0/18,7,56,10,129,1,Deny
65,160,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.245.48/29,10.50.102.192/27,136,185,87,169,1,Deny
66,148,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.51.254/32,10.50.189.64/27,106,185,2,181,1,Allow
67,15,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.178.168/29,18,100,31,71,6,Allow
68,167,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/18,10.50.71.220/31,16,147,10,23,6,Deny
69,137,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.115.150/32,10.50.88.0/21,33,50,169,186,6,Allow
70,106,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.184.0/22,10.50.242.206/32,57,178,56,80,6,Deny
71,187,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.108.0/22,160,161,58,137,1,Deny
72,75,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.168.0/21,10.50.192.0/19,155,177,42,53,1,Deny
73,100,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.54.128/26,10.50.242.76/32,119,166,22,170,1,Deny
74,15,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.234.124/30,10.50.128.0/17,99,193,67,87,6,Allow
75,122,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.128.0/17,100,165,153,158,1,Deny
76,9,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.48.0/20,10.50.135.128/25,81,163,94,131,1,Allow
77,120,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.157.36/32,10.50.0.0/16,63,118,67,78,6,Deny
78,199,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.216.0/21,31,67,19,133,1,Deny
79,156,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.40.0/21,10.50.160.0/19,16,162,15,116,1,Deny
80,170,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.60.246/32,23,55,17,197,1,Deny
81,170,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/22,10.50.137.242/31,56,133,107,170,6,Deny
82,152,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.112.0/22,10.50.128.0/17,28,130,35,110,6,Allow
83,56,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.70.18/31,10.50.64.0/18,49,100,30,181,1,Allow
84,12,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.210.192/26,10.50.232.0/21,36,110,66,162,1,Deny
85,14,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.80.0/20,106,159,58,105,6,Allow
86,50,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.86.0/23,10.50.128.0/17,160,193,6,100,1,Deny
87,100,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.28.0/22,10.50.112.0/20,54,198,106,185,1,Deny
88,89,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.0/19,10.50.128.0/17,47,132,88,189,6,Deny
89,198,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/20,10.50.128.0/22,18,184,147,159,1,Allow
90,170,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.0.0/16,136,167,69,194,6,Deny
91,190,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/19,10.50.155.96/27,29,92,40,140,6,Allow
92,164,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.4.0/23,10.50.215.128/26,68,173,60,160,6,Allow
93,201,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/23,10.50.0.0/16,78,126,50,88,1,Deny
94,68,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.231.16/32,32,167,134,140,6,Deny
95,168,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.118.240/30,10.50.0.0/16,91,155,85,112,1,Deny
96,163,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.232.0/22,10.50.253.112/29,140,186,96,184,1,Deny
97,119,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/18,10.50.80.0/21,57,180,36,165,1,Allow
98,2,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.124.0/22,10.50.0.0/16,64,126,55,79,1,Deny
99,17,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.24.0/22,10.50.40.0/22,108,166,72,181,6,Deny
100,85,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/19,10.50.172.128/27,93,101,1,123,6,Allow
101,186,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.202.148/30,10.50.192.0/19,7,41,26,82,6,Allow
102,107,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.56.0/21,10.50.64.128/29,4,25,59,96,6,Allow
103,167,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.147.248/30,3,78,47,149,6,Deny
104,64,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.230.152/29,10.50.182.192/26,61,179,29,45,6,Allow
105,132,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.0.0/16,82,173,24,57,1,Allow
106,165,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/19,10.50.128.0/17,83,98,57,131,1,Allow
107,76,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.176.0/20,162,186,38,88,6,Deny
108,99,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.32.0/19,14,50,39,185,1,Allow
109,186,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.30.96/27,10.50.234.0/23,134,162,46,56,1,Allow
110,193,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.0.0/16,84,120,8,197,6,Deny
111,177,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.154.16/28,90,151,108,116,1,Deny
112,6,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.7.128/27,10.50.64.0/18,114,163,74,109,1,Allow
113,181,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.128.0/19,66,97,74,126,1,Deny
114,90,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.49.128/25,10.50.64.0/19,43,83,78,94,1,Allow
115,134,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.234.160/27,10.50.187.184/31,139,168,43,194,1,Allow
116,109,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.142.160/30,10.50.96.0/19,17,97,11,38,6,Deny
117,112,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.194.160/27,10.50.128.0/18,78,103,126,179,6,Allow
118,117,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.48.0/22,10.50.0.0/16,113,121,37,58,6,Allow
119,189,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.0.0/17,37,81,63,128,1,Deny
120,124,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.219.209/32,65,101,186,193,6,Deny
121,47,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.140.0/22,10.50.32.0/19,77,104,25,86,1,Allow
122,173,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.80.0/20,25,77,41,184,1,Allow
123,37,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.136.0/22,10.50.0.0/16,85,97,24,190,1,Deny
124,78,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.0/22,10.50.227.40/29,108,127,22,62,6,Allow
125,180,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.176.0/20,10.50.190.0/23,78,81,10,157,1,Deny
126,47,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/20,10.50.251.250/32,9,55,164,168,6,Allow
127,70,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.191.32/27,10.50.32.0/20,63,97,50,125,1,Deny
128,7,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/18,10.50.222.224/27,32,85,148,162,1,Allow
129,143,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.57.192/26,10.50.0.0/16,34,143,149,156,1,Deny
130,70,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.130.89/32,10.50.0.0/16,55,167,21,173,1,Deny
131,199,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/18,10.50.0.0/16,30,104,126,160,1,Deny
132,125,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/20,10.50.131.120/31,18,166,121,179,6,Deny
133,120,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.5.96/29,10.50.128.0/18,145,155,74,168,1,Deny
134,193,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/19,10.50.0.0/16,45,84,1,139,1,Deny
135,33,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.57.128/28,41,191,10,145,6,Allow
136,200,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.142.230/32,10.50.192.0/19,5,76,84,141,6,Deny
137,66,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/20,10.50.128.0/20,32,122,58,96,6,Deny
138,140,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.224.0/19,64,71,126,191,6,Allow
139,1,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.11.160/27,100,190,170,182,1,Allow
140,3,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.112.0/20,10.50.64.0/19,34,77,100,170,6,Deny
141,161,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.56.0/21,10.50.128.0/18,16,153,24,74,1,Allow
142,198,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.196.66/31,10.50.0.0/16,56,184,38,75,1,Allow
143,192,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.138.51/32,10.50.142.196/30,33,46,113,120,6,Allow
144,30,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/20,10.50.0.0/17,13,184,143,162,1,Deny
145,45,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.129.176/30,10.50.0.0/18,81,176,2,138,6,Allow
146,165,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.227.112/28,10.50.119.86/32,29,170,28,96,6,Deny
147,178,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.15.200/30,10.50.216.0/21,48,161,49,123,1,Deny
148,95,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.121.128/25,124,125,22,32,1,Allow
149,96,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.73.127/32,10.50.0.0/19,123,128,13,53,6,Allow
150,198,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.101.128/26,10.50.64.0/18,133,159,5,148,6,Deny
151,92,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.47.0/25,10.50.129.0/28,8,197,65,153,1,Allow
152,23,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.179.128/29,10.50.64.0/19,104,170,111,139,1,Deny
153,200,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.63.96/29,120,142,159,192,1,Allow
154,42,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.0/19,10.50.96.0/20,98,192,43,102,6,Allow
155,81,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/19,10.50.0.0/16,79,125,65,84,1,Allow
156,15,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.81.192/29,10.50.200.54/31,77,182,161,192,1,Deny
157,33,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/19,10.50.11.36/30,69,160,74,168,6,Deny
158,60,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.88.0/21,10.50.192.0/19,23,28,81,148,6,Deny
159,118,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.232.0/21,10.50.128.192/26,94,144,33,111,6,Deny
160,78,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/19,10.50.226.0/26,154,194,31,197,6,Deny
161,147,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.49.48/28,10.50.88.128/25,14,25,88,195,1,Allow
162,70,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/18,10.50.208.0/20,109,123,22,119,1,Allow
163,99,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.128.0/17,36,188,116,180,6,Deny
164,106,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.99.204/30,54,167,115,116,6,Allow
165,24,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.1.32/27,28,29,19,52,1,Deny
166,137,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/19,10.50.152.0/22,109,173,126,177,6,Deny
167,67,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.48.0/21,10.50.51.176/28,15,110,82,148,6,Allow
168,146,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.112.0/21,10.50.64.0/18,141,151,11,186,6,Allow
169,140,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.156.0/22,66,166,125,194,1,Allow
170,27,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.92.128/25,10.50.196.0/22,58,152,6,138,6,Allow
171,13,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.219.96/29,10.50.197.96/27,118,165,92,101,1,Allow
172,87,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/21,10.50.236.64/26,46,151,72,97,1,Deny
173,71,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.161.32/28,10.50.0.0/16,37,141,161,178,1,Allow
174,130,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.237.32/27,10.50.192.0/20,151,197,56,199,1,Allow
175,117,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.210.0/27,10.50.116.0/23,27,178,72,86,1,Allow
176,45,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.233.0/25,10.50.48.0/20,16,38,34,176,6,Allow
177,118,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.8.0/29,10.50.108.192/26,31,122,11,77,1,Deny
178,70,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.91.81/32,104,166,85,195,1,Allow
179,13,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.245.58/32,10.50.80.0/20,54,117,28,31,6,Deny
180,137,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/20,10.50.96.0/19,11,83,115,159,6,Allow
181,200,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.16.47/32,10.50.213.71/32,12,160,32,84,1,Deny
182,147,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/19,10.50.0.0/17,7,33,107,165,6,Allow
183,89,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.14.0/23,10.50.96.0/21,13,186,31,110,6,Deny
184,65,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.136.0/21,10.50.224.0/20,7,149,132,152,1,Allow
185,173,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/21,10.50.64.0/18,71,144,59,66,6,Allow
186,151,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.36.0/22,10.50.140.0/22,45,54,80,156,6,Deny
187,104,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.192.0/18,120,154,60,97,6,Deny
188,58,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.240.0/20,10.50.0.0/16,153,154,21,182,1,Allow
189,133,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.0.0/16,139,173,99,103,6,Deny
190,57,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.172.0/23,60,107,6,33,1,Deny
191,144,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/18,10.50.0.0/17,183,187,6,157,1,Deny
192,12,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/21,10.50.218.24/30,13,53,51,152,1,Deny
193,18,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.161.128/26,10.50.243.116/30,46,130,20,81,6,Deny
194,108,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.130.56/29,10.50.64.0/20,18,128,7,178,6,Deny
195,171,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.208.0/21,153,198,10,53,6,Deny
196,181,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.244.64/26,10.50.192.0/18,56,149,75,135,1,Allow
197,150,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/20,10.50.181.210/31,80,153,157,188,6,Allow
198,167,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.224.0/20,39,106,88,117,6,Deny
199,131,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.16.0/20,10.50.108.0/22,62,133,100,114,1,Allow
200,177,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.160.0/20,171,195,36,135,1,Allow
201,40,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.216.0/21,10.50.112.0/20,5,119,1,122,6,Allow
202,31,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.176.0/21,10.50.96.0/19,17,39,160,187,1,Allow
203,113,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.0.0/17,48,183,54,151,6,Deny
204,73,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.112.0/21,10.50.0.0/19,127,144,2,178,6,Deny
205,119,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.17.208/30,10.50.96.0/20,64,86,69,199,1,Deny
206,91,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.16.0/20,10.50.96.0/21,178,183,48,78,1,Deny
207,181,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.144.0/21,10.50.205.78/32,8,26,46,176,6,Deny
208,16,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.76.0/22,10.50.236.86/31,95,106,63,192,1,Deny
209,109,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.79.96/27,10.50.144.0/21,32,98,13,112,1,Deny
210,135,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.0.0/21,33,43,143,193,6,Deny
211,122,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.45.112/30,10.50.192.0/21,39,194,18,132,6,Deny
212,178,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.0/20,10.50.0.0/16,4,59,177,180,6,Deny
213,69,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.88.0/22,10.50.163.128/25,96,167,113,156,1,Allow
214,124,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/16,10.50.0.0/17,36,124,7,160,1,Allow
215,155,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.21.128/27,10.50.0.0/16,41,119,47,142,6,Allow
216,135,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.200.0/22,10.50.228.0/22,139,161,87,184,1,Allow
