aasno,priority,ingress,src_mac,dst_mac,src_ip,dst_ip,src_start,src_end,dst_start,dst_end,nw_proto,action 
71,174,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.167.136/29,10.50.200.0/21,89,94,36,48,6,drop
72,161,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.152.0/23,10.50.0.73/32,56,168,84,123,2,in_port
73,37,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.159.150/32,10.50.128.0/18,51,118,2,132,1,output:3
74,59,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/19,10.50.227.129/32,10,145,92,103,6,drop
75,88,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.8.0/21,10.50.114.128/25,128,169,19,79,6,drop
76,125,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.93.119/32,10.50.44.238/32,1,189,64,131,1,in_port
77,197,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.254.148/30,10.50.232.0/21,6,139,42,66,6,strip_vlan
78,52,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.156.0/22,10.50.128.0/18,145,178,8,95,6,output:3
79,148,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.58.240/28,10.50.222.48/32,138,193,9,78,1,in_port
80,135,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/20,10.50.30.245/32,59,149,21,106,1,controller
81,53,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.254.243/32,10.50.0.0/19,45,106,92,186,6,controller
82,156,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/19,10.50.133.0/25,62,126,69,102,6,output:2
83,142,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.154.44/30,10.50.240.0/21,115,152,76,153,2,controller
84,64,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.248.0/21,10.50.4.58/32,49,134,101,104,1,strip_vlan
85,73,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.63.34/32,10.50.160.0/23,103,174,51,63,1,output:3
86,133,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.80.0/21,10.50.56.132/32,17,173,91,192,2,output:3
87,141,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.20.0/24,10.50.192.0/18,74,79,117,128,1,controller
88,104,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.130.187/32,10.50.14.0/25,77,189,52,66,2,strip_vlan
89,133,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.234.16/28,33,120,42,106,2,output:2
90,142,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.168.0/22,10.50.208.0/20,30,80,118,159,2,output:3
91,124,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.16.0/20,10.50.84.0/23,69,116,12,117,6,strip_vlan
92,86,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.216.0/21,10.50.128.0/17,44,170,47,87,1,controller
93,91,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/19,10.50.0.0/17,59,120,47,179,1,flood
94,150,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.104.0/21,10.50.208.0/21,111,164,135,138,2,controller
95,140,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.252.252/31,10.50.68.128/26,144,151,29,73,1,flood
96,133,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.6.125/32,10.50.82.81/32,154,187,145,170,2,drop
97,197,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.16.201/32,10.50.11.0/24,115,140,126,173,2,drop
98,31,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.176.0/22,142,160,32,127,2,flood
99,6,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.229.0/24,10.50.92.0/23,100,144,12,185,2,output:3
100,90,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.144.0/22,168,183,126,136,2,controller
101,181,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.28.128/26,10.50.208.0/20,130,177,55,133,1,strip_vlan
102,139,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.244.0/23,10.50.1.88/29,69,199,83,180,2,output:3
103,182,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.152.0/22,10.50.231.0/24,12,137,104,197,1,in_port
104,169,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.48.0/21,10.50.96.0/21,116,156,151,180,2,output:3
105,21,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.45.0/25,10.50.231.128/27,29,87,65,136,1,in_port
106,180,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.120.0/21,10.50.232.0/21,99,156,107,169,6,strip_vlan
107,17,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.28.0/22,10.50.248.0/21,4,14,94,162,6,controller
108,30,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.250.40/32,10.50.81.225/32,68,152,3,14,1,drop
109,166,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.48.128/25,10.50.108.0/24,126,151,6,159,1,strip_vlan
110,116,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.140.0/22,10.50.179.28/30,9,186,139,149,1,flood
111,115,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.130.0/23,10.50.237.172/30,44,99,104,196,1,flood
112,183,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/19,10.50.176.0/20,91,167,82,136,6,strip_vlan
113,3,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/18,10.50.64.0/18,1,132,23,197,6,flood
114,121,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.174.217/32,10.50.208.97/32,79,94,11,90,6,strip_vlan
115,38,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.66.128/25,10.50.232.0/21,98,181,95,129,2,controller
116,160,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.248.0/21,10.50.64.0/19,102,150,45,98,2,drop
117,145,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.48.248/29,10.50.112.0/20,99,128,16,183,6,controller
118,17,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/17,10.50.36.0/24,140,166,98,115,1,controller
119,151,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.150.12/31,10.50.0.0/17,71,198,68,166,1,flood
120,139,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.128.0/18,164,188,43,54,1,in_port
121,35,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.63.96/27,10.50.192.0/18,49,102,59,64,2,output:3
122,171,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.101.64/30,10.50.64.0/19,69,158,115,164,1,controller
123,90,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.229.44/32,10.50.128.0/17,138,149,70,191,6,strip_vlan
124,7,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.0/21,10.50.193.74/32,88,164,143,161,6,output:2
125,41,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/19,10.50.20.39/32,41,152,13,89,1,in_port
126,1,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/19,10.50.250.88/32,3,69,128,192,2,controller
127,171,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.248.0/21,10.50.0.0/17,8,21,1,23,6,in_port
128,198,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.199.125/32,10.50.8.0/21,107,192,19,66,6,strip_vlan
129,113,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/17,10.50.160.9/32,42,96,148,188,2,controller
130,8,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/19,10.50.169.133/32,54,109,26,73,2,drop
131,78,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.176.0/21,10.50.0.0/23,61,99,94,141,1,drop
132,166,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.208.0/20,10.50.0.0/17,83,159,55,149,2,controller
133,156,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.142.64/26,10.50.210.185/32,60,126,107,145,2,flood
134,189,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/18,10.50.102.93/32,115,119,169,181,1,flood
135,49,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/21,10.50.76.109/32,18,85,77,176,2,output:2
136,78,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.63.12/32,10.50.131.16/30,50,200,31,100,6,flood
137,24,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.114.8/32,10.50.114.191/32,132,169,83,129,2,output:3
138,33,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.94.104/29,10.50.101.128/32,58,152,67,127,6,in_port
139,190,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.208.0/20,10.50.105.197/32,78,154,4,196,1,in_port
140,77,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.212.95/32,10.50.153.24/29,107,116,68,79,1,controller
141,146,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.0/19,10.50.212.0/23,83,134,34,95,2,output:2
142,57,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/19,10.50.128.0/17,109,155,8,28,2,controller
143,118,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/22,10.50.128.0/20,32,166,80,136,6,strip_vlan
144,191,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.11.160/27,10.50.176.0/20,25,76,15,17,6,in_port
145,35,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.243.77/32,10.50.254.176/28,158,181,30,103,6,drop
146,60,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.16.0/21,10.50.144.0/20,54,138,83,122,1,in_port
147,12,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/18,10.50.58.140/32,15,106,24,101,6,in_port
148,129,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.172.36/32,10.50.96.0/21,138,142,159,200,1,output:2
149,60,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/19,10.50.0.0/17,28,188,61,180,1,strip_vlan
150,143,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/20,10.50.72.56/29,15,175,48,139,2,output:3
151,193,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.156.0/22,10.50.64.0/18,106,200,37,126,2,in_port
152,97,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.137.218/32,10.50.192.0/19,14,89,152,164,1,output:2
153,102,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.82.6/32,10.50.192.0/18,30,200,76,119,2,drop
154,137,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.89.20/32,10.50.164.3/32,39,46,141,144,1,output:3
155,129,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/20,10.50.192.0/21,49,113,155,194,6,output:3
156,200,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.92.64/26,10.50.200.0/21,98,196,19,69,1,in_port
157,126,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.164.68/32,10.50.67.250/31,31,146,42,122,1,output:2
158,136,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/19,10.50.232.0/22,7,199,136,172,2,in_port
159,55,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.129.0/24,10.50.248.0/22,53,135,16,145,6,flood
160,166,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.248.0/21,10.50.144.0/20,48,62,57,191,6,in_port
161,60,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.6.0/23,10.50.160.0/20,56,103,84,188,6,strip_vlan
162,22,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.233.169/32,10.50.128.0/17,37,178,55,173,1,controller
163,195,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.87.104/30,10.50.208.0/20,90,127,5,180,1,flood
164,102,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.168.234/32,10.50.204.21/32,26,178,97,105,6,flood
165,112,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.220.0/24,10.50.96.0/21,33,59,152,192,6,strip_vlan
166,9,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.16.0/21,10.50.200.0/21,48,71,52,194,2,controller
167,16,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.149.6/32,10.50.0.0/19,4,193,100,121,6,strip_vlan
168,190,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.58.211/32,10.50.160.0/19,22,129,126,153,2,drop
169,154,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.149.218/32,10.50.131.232/30,125,131,134,159,1,strip_vlan
170,110,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.167.128/25,10.50.240.0/21,2,82,28,131,6,flood
171,196,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.196.0/24,10.50.56.0/21,27,101,109,126,1,strip_vlan
172,103,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/19,10.50.0.0/20,17,162,14,23,1,in_port
173,72,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.105.0/28,10.50.23.192/26,66,141,55,65,6,flood
174,174,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.0.0/18,10.50.200.0/24,101,111,90,163,2,output:2
175,186,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.3.0/24,10.50.24.96/27,2,56,167,182,6,flood
176,12,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.80.78/32,10.50.36.0/23,101,145,1,185,6,controller
177,196,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.164.0/22,10.50.64.0/20,62,156,102,106,1,drop
178,98,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.180.0/22,10.50.59.254/31,119,178,53,137,2,output:2
179,24,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.168.0/22,10.50.0.0/17,12,188,35,48,2,strip_vlan
180,115,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.203.20/31,10.50.225.237/32,96,182,15,112,1,drop
181,54,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.144.0/20,10.50.112.0/20,34,75,55,162,1,drop
182,81,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.121.121/32,10.50.96.0/21,63,89,65,197,6,output:2
183,64,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.162.128/27,10.50.240.0/21,9,27,62,129,1,strip_vlan
184,125,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.112.0/23,10.50.192.0/20,34,128,60,76,1,output:2
185,175,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/23,10.50.237.213/32,96,112,72,187,2,output:2
186,50,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/19,10.50.0.0/17,20,172,97,157,2,output:3
187,120,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.56.0/21,10.50.220.0/22,32,162,52,119,1,controller
188,127,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.224.0/21,10.50.40.0/22,166,167,108,154,6,flood
189,190,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.188.80/32,10.50.192.0/18,123,130,146,147,1,flood
190,126,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/20,10.50.160.0/20,91,138,26,155,1,drop
191,90,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.0/19,10.50.0.0/18,113,134,1,97,6,flood
192,131,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/19,10.50.6.0/23,50,93,21,62,2,output:2
193,16,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.64.0/20,10.50.80.0/20,50,115,158,196,6,output:2
194,190,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.128.0/20,10.50.232.0/21,131,157,48,51,2,output:2
195,76,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.125.148/32,10.50.0.0/17,174,178,99,187,1,in_port
196,65,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.32.128/25,10.50.209.53/32,27,78,106,162,6,drop
197,81,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.192.0/19,10.50.147.128/25,175,180,111,114,1,output:3
198,98,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.255.128/26,10.50.54.148/30,22,193,23,35,6,flood
199,119,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.40.0/21,10.50.102.160/31,12,44,154,186,1,output:2
200,12,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.148.0/22,10.50.112.0/21,85,160,9,144,1,flood
201,29,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.94.0/23,10.50.53.192/26,74,162,17,58,1,flood
202,124,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.189.205/32,10.50.64.0/19,23,189,156,197,2,flood
203,99,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.184.0/21,10.50.44.0/22,32,130,104,161,2,output:2
204,127,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.189.3/32,10.50.241.60/30,72,178,57,193,1,controller
205,10,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/21,10.50.64.0/21,76,102,33,174,1,strip_vlan
206,29,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.160.0/23,10.50.80.0/22,138,186,5,135,1,output:3
207,9,5,00:00:00:00:00:00,00:00:00:00:00:00,10.50.183.0/26,10.50.217.40/32,99,143,33,43,2,drop
208,9,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.106.64/27,10.50.0.0/18,53,95,45,101,2,output:2
209,33,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.9.166/32,10.50.128.0/17,32,37,79,186,6,strip_vlan
210,86,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.28.34/32,10.50.201.48/32,42,121,62,83,1,controller
211,149,4,00:00:00:00:00:00,00:00:00:00:00:00,10.50.96.0/19,10.50.240.0/20,41,129,77,167,1,flood
212,148,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.52.134/32,10.50.52.0/22,18,82,88,173,2,flood
213,4,1,00:00:00:00:00:00,00:00:00:00:00:00,10.50.164.165/32,10.50.173.129/32,93,163,41,126,1,strip_vlan
214,69,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.108.0/23,10.50.205.63/32,83,100,128,170,6,drop
215,149,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.88.86/32,10.50.232.0/22,2,125,19,195,2,controller
216,71,2,00:00:00:00:00:00,00:00:00:00:00:00,10.50.225.67/32,10.50.32.0/19,51,190,140,148,2,drop
