aasno,priority,ingress,src_mac,dst_mac,src_ip,dst_ip,src_start,src_end,dst_start,dst_end,nw_proto,action 
46,14,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.194/31,10.50.60.192/28,1,101,7,179,6,Deny
47,63,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.121/32,10.50.60.234/32,88,135,76,154,6,Deny
48,16,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.42/32,10.50.60.155/32,56,85,76,153,6,Deny
49,11,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.208/28,10.50.60.48/30,122,166,43,145,6,Deny
50,95,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.22/32,10.50.60.192/31,94,161,85,157,1,Deny
51,88,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.127/32,10.50.60.224/31,12,22,72,186,6,Deny
52,123,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.122/32,10.50.60.112/28,82,115,10,48,1,Deny
53,143,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.229/32,10.50.60.192/32,37,195,9,129,1,Allow
54,99,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.3/32,10.50.60.153/32,47,153,150,196,1,Deny
55,80,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.29/32,10.50.60.236/30,79,163,158,194,1,Allow
56,22,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.8/30,10.50.60.3/32,34,135,84,167,6,Deny
57,164,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.103/32,10.50.60.64/29,110,112,86,99,1,Deny
58,62,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/26,10.50.60.88/32,29,149,54,57,6,Allow
59,153,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.216/30,10.50.60.146/32,108,179,55,166,6,Deny
60,197,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.160/30,10.50.60.95/32,63,169,172,180,6,Deny
61,157,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.184/29,10.50.60.32/28,29,194,94,140,1,Allow
62,134,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.152/29,10.50.60.128/25,26,121,8,164,1,Allow
63,101,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.176/28,10.50.60.192/26,14,176,127,144,6,Allow
64,99,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.143/32,10.50.60.220/30,159,183,36,193,1,Allow
65,57,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.192/27,10.50.60.128/25,165,187,79,147,6,Deny
66,51,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.175/32,10.50.60.167/32,134,146,40,104,1,Allow
67,98,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.168/32,10.50.60.11/32,88,176,70,117,6,Deny
68,29,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/25,10.50.60.128/26,83,199,38,77,1,Allow
69,103,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.27/32,10.50.60.165/32,58,114,150,184,6,Deny
70,58,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.192/27,10.50.60.128/26,72,164,173,174,1,Allow
71,29,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.212/30,10.50.60.128/26,116,185,48,161,6,Deny
72,125,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.160/27,10.50.60.230/32,83,116,32,42,6,Deny
73,107,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.244/32,10.50.60.224/27,49,99,104,123,1,Allow
74,27,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.208/28,10.50.60.0/29,57,179,8,150,6,Deny
75,116,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.66/32,10.50.60.105/32,121,173,62,67,6,Allow
76,142,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.72/30,10.50.60.136/30,40,121,3,23,6,Allow
77,72,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.72/29,10.50.60.120/29,2,15,9,194,6,Deny
78,24,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.124/30,10.50.60.151/32,83,179,25,60,6,Allow
79,166,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/28,10.50.60.123/32,79,133,166,192,6,Deny
80,169,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.32/32,10.50.60.139/32,109,178,108,117,1,Allow
81,155,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.216/30,10.50.60.123/32,85,120,110,115,6,Deny
82,178,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.241/32,10.50.60.120/32,33,92,22,91,1,Deny
83,143,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.32/27,10.50.60.160/27,1,69,17,137,1,Allow
84,166,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.49/32,10.50.60.64/28,71,83,83,197,1,Deny
85,107,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/26,10.50.60.148/32,64,74,88,117,1,Allow
86,34,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.140/30,10.50.60.240/32,40,138,61,135,6,Deny
87,78,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.160/29,10.50.60.44/30,56,155,94,186,1,Deny
88,168,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.8/32,10.50.60.235/32,85,91,27,176,6,Deny
89,106,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.25/32,10.50.60.0/26,104,141,93,112,6,Allow
90,190,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.30/32,10.50.60.191/32,33,142,100,165,1,Deny
91,120,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.254/32,10.50.60.10/32,118,177,141,151,6,Deny
92,57,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.54/32,10.50.60.13/32,1,135,44,170,1,Allow
93,179,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.32/32,10.50.60.246/32,50,104,51,118,1,Deny
94,16,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.143/32,10.50.60.72/29,46,118,3,145,1,Allow
95,83,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.213/32,10.50.60.133/32,49,127,37,51,1,Deny
96,107,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.166/32,10.50.60.193/32,76,183,22,193,1,Deny
97,91,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/26,10.50.60.78/32,141,194,21,35,1,Allow
98,66,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.98/32,10.50.60.192/26,27,45,111,164,1,Deny
99,95,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.223/32,10.50.60.3/32,106,111,21,48,6,Allow
100,85,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.252/31,10.50.60.236/32,155,187,5,121,6,Deny
101,16,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/26,10.50.60.160/27,78,161,67,187,1,Allow
102,69,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/26,10.50.60.144/29,22,27,4,127,6,Deny
103,102,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.160/28,10.50.60.56/29,44,121,31,160,1,Deny
104,27,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.80/29,10.50.60.0/26,3,96,26,46,6,Allow
105,176,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/27,10.50.60.98/32,128,174,60,130,6,Deny
106,96,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/28,10.50.60.144/29,25,134,152,159,1,Deny
107,92,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/28,10.50.60.0/25,7,20,22,78,1,Deny
108,30,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.144/28,10.50.60.104/29,178,188,158,182,1,Allow
109,50,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.80/29,10.50.60.112/28,107,198,91,168,1,Deny
110,25,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.103/32,10.50.60.9/32,171,194,12,119,1,Deny
111,192,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.48/29,10.50.60.68/30,163,168,14,27,1,Allow
112,173,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.52/32,10.50.60.0/25,119,172,12,128,1,Allow
113,11,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.96/32,10.50.60.96/28,78,190,27,72,6,Deny
114,20,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.12/30,10.50.60.128/27,56,196,105,117,6,Deny
115,81,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/26,10.50.60.196/31,43,110,30,120,1,Allow
116,196,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.32/32,10.50.60.10/32,134,192,124,140,6,Allow
117,156,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.215/32,10.50.60.184/29,81,169,143,194,1,Deny
118,28,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/25,10.50.60.68/30,7,175,14,51,6,Allow
119,118,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.96/27,10.50.60.142/32,91,101,95,101,6,Allow
120,114,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/26,10.50.60.184/29,89,148,42,113,6,Allow
121,15,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.160/27,10.50.60.0/26,43,128,115,166,1,Allow
122,181,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.109/32,10.50.60.36/30,119,141,103,181,6,Deny
123,74,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/28,10.50.60.88/29,19,52,18,132,1,Allow
124,147,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.160/27,10.50.60.0/26,159,193,48,159,6,Allow
125,200,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.122/32,10.50.60.16/28,130,142,51,106,6,Deny
126,130,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.50/31,10.50.60.107/32,13,185,19,102,1,Deny
127,15,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.39/32,10.50.60.0/26,26,114,63,194,6,Deny
128,32,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.220/32,10.50.60.12/30,82,165,23,129,6,Allow
129,179,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.21/32,10.50.60.104/29,33,63,8,147,1,Allow
130,145,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.88/32,10.50.60.183/32,168,173,186,194,6,Allow
131,183,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.15/32,10.50.60.218/32,84,185,157,185,6,Allow
132,66,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/26,10.50.60.2/31,6,33,82,106,1,Deny
133,175,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.244/30,10.50.60.176/28,27,160,51,137,6,Deny
134,99,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/28,10.50.60.32/27,109,182,19,90,1,Allow
135,82,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.117/32,10.50.60.12/30,34,90,118,173,6,Deny
136,163,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/26,10.50.60.30/32,46,68,27,130,6,Deny
137,50,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.212/30,10.50.60.52/31,143,159,45,69,6,Deny
138,180,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.96/27,10.50.60.0/26,58,190,17,135,1,Deny
139,108,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.176/28,10.50.60.50/32,135,142,3,198,6,Deny
140,22,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.95/32,10.50.60.0/26,163,200,47,190,6,Deny
141,126,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.172/32,10.50.60.84/30,36,103,19,35,6,Allow
142,45,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.192/27,10.50.60.80/29,65,149,6,13,6,Deny
143,89,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.32/27,10.50.60.133/32,3,26,91,186,6,Allow
144,37,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.55/32,10.50.60.87/32,25,126,33,67,6,Allow
145,164,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.8/29,10.50.60.136/32,144,191,144,159,6,Deny
146,48,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.58/32,10.50.60.64/29,99,144,77,92,6,Deny
147,193,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.135/32,10.50.60.0/26,62,136,12,63,6,Allow
148,32,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.104/30,10.50.60.68/30,55,188,115,180,6,Deny
149,89,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.171/32,10.50.60.119/32,51,155,118,154,1,Allow
150,55,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.250/32,10.50.60.32/28,67,77,126,133,6,Allow
151,4,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.103/32,10.50.60.118/32,20,81,1,134,6,Deny
152,25,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.224/27,10.50.60.33/32,152,200,11,27,1,Allow
153,176,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.48/28,10.50.60.37/32,76,153,80,105,1,Deny
154,193,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.182/32,10.50.60.160/28,120,187,23,50,6,Allow
155,140,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.112/29,10.50.60.64/27,147,151,4,18,6,Deny
156,135,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.192/26,10.50.60.48/29,15,109,102,185,6,Allow
157,20,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.100/32,10.50.60.83/32,34,169,123,192,6,Deny
158,61,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/26,10.50.60.192/28,108,113,119,131,6,Allow
159,66,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.235/32,10.50.60.182/32,24,187,38,154,6,Deny
160,185,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.243/32,10.50.60.192/26,37,119,130,147,6,Deny
161,29,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/25,10.50.60.64/26,113,161,88,126,6,Allow
162,14,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.220/32,10.50.60.162/32,10,81,117,151,1,Allow
163,39,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.80/30,10.50.60.30/32,38,192,30,107,1,Allow
164,118,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.188/30,10.50.60.177/32,27,170,14,51,6,Deny
165,85,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/27,10.50.60.220/31,5,138,123,179,1,Deny
166,136,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.231/32,10.50.60.32/27,78,178,122,158,1,Deny
167,145,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.25/32,10.50.60.128/27,29,77,23,51,6,Deny
168,182,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/26,10.50.60.192/26,3,60,38,39,6,Allow
169,86,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.36/32,10.50.60.0/25,21,180,98,123,1,Deny
170,11,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/25,10.50.60.214/32,6,178,13,129,1,Allow
171,158,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.136/29,10.50.60.120/30,102,166,14,140,6,Allow
172,88,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.116/30,10.50.60.224/28,3,88,72,126,6,Allow
173,1,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.160/27,10.50.60.0/25,67,152,14,122,1,Allow
174,2,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.98/32,10.50.60.83/32,29,61,90,181,1,Allow
175,12,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.190/32,10.50.60.75/32,170,197,128,191,1,Deny
176,7,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.143/32,10.50.60.130/32,171,183,13,196,1,Allow
177,101,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.164/30,10.50.60.134/32,58,103,70,106,6,Allow
178,102,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.192/26,10.50.60.218/32,91,153,20,53,1,Deny
179,190,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.78/32,10.50.60.56/30,144,159,17,61,1,Allow
180,75,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.128/29,10.50.60.159/32,128,196,102,196,1,Deny
181,151,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/26,10.50.60.64/32,95,126,76,179,1,Deny
182,39,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.65/32,10.50.60.128/26,41,198,73,90,6,Deny
183,24,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.177/32,10.50.60.138/31,62,99,84,122,6,Allow
184,57,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.130/32,10.50.60.224/29,21,106,10,125,6,Deny
185,5,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.32/28,10.50.60.21/32,122,161,60,132,6,Allow
186,50,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/25,10.50.60.214/31,29,50,61,77,1,Deny
187,196,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.198/32,10.50.60.192/26,80,189,120,167,6,Deny
188,171,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.147/32,10.50.60.219/32,11,190,42,176,1,Allow
189,85,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.125/32,10.50.60.223/32,35,114,43,192,1,Allow
190,169,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.4/30,10.50.60.32/28,39,198,15,159,1,Deny
191,167,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.107/32,10.50.60.208/32,133,160,85,148,6,Allow
192,184,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.144/28,10.50.60.192/27,67,182,94,137,1,Deny
193,22,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.198/32,10.50.60.130/32,33,51,55,75,1,Deny
194,22,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.209/32,10.50.60.128/26,95,192,111,123,6,Allow
195,104,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.129/32,10.50.60.91/32,34,155,38,51,1,Deny
196,8,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.106/32,10.50.60.176/29,30,47,17,199,1,Deny
197,84,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.200/32,10.50.60.56/31,29,62,10,17,1,Deny
198,73,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.80/28,10.50.60.54/32,14,184,155,173,1,Deny
199,79,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.152/32,10.50.60.192/32,186,194,27,145,6,Deny
200,82,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.200/32,10.50.60.192/28,161,183,114,141,6,Allow
201,62,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.228/30,10.50.60.0/28,143,191,15,119,6,Allow
202,103,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.136/30,10.50.60.98/32,133,135,89,107,1,Allow
203,157,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.216/29,10.50.60.128/26,46,60,62,139,1,Allow
204,38,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.96/27,10.50.60.196/32,150,198,141,179,1,Deny
205,84,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.237/32,10.50.60.85/32,167,175,92,116,6,Deny
206,120,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.211/32,10.50.60.185/32,182,200,52,152,1,Deny
207,133,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.64/26,10.50.60.176/30,94,117,31,79,6,Deny
208,7,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.104/30,10.50.60.158/31,27,195,17,61,1,Deny
209,119,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.176/28,10.50.60.200/29,140,188,148,152,1,Allow
210,23,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.49/32,10.50.60.185/32,22,155,71,183,6,Deny
211,196,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.48/28,10.50.60.100/30,82,189,6,103,1,Deny
212,198,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.0/25,10.50.60.64/26,136,145,7,180,1,Allow
213,88,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.204/30,10.50.60.135/32,76,84,16,76,6,Allow
214,58,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.88/29,10.50.60.82/32,10,123,19,63,1,Allow
215,186,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.52/30,10.50.60.120/29,16,164,29,166,6,Deny
216,188,3,00:00:00:00:00:00,00:00:00:00:00:00,10.50.60.194/32,10.50.60.0/25,25,40,1,54,6,Deny
